Fish ID	Fish Name	Start Stage ID	Start Stage Name	End Stage ID	End Stage Name	Affected Structure or Process 1 subterm ID	Affected Structure or Process 1 subterm Name	Post-composed Relationship ID	Post-composed Relationship Name	Affected Structure or Process 1 superterm ID	Affected Structure or Process 1 superterm Name	Phenotype Keyword ID	Phenotype Keyword Name	Phenotype Tag	Affected Structure or Process 2 subterm ID	Affected Structure or Process 2 subterm name	Post-composed Relationship (rel) ID	Post-composed Relationship (rel) Name	Affected Structure or Process 2 superterm ID	Affected Structure or Process 2 superterm name	Publication ID	Environment ID	ZFIN EQ ID	IRI
ZDB-FISH-150901-10520	nsfb<sup>au13/au13</sup>	ZDB-STAGE-010723-36	Larval:Day 5	ZDB-STAGE-010723-36	Larval:Day 5	ZFA:0009091	melanocyte	BFO:0000050	part_of	ZFA:0000107	eye	PATO:0000462	absent	abnormal							ZDB-PUB-121130-16	ZDB-EXP-041102-1	ZFA:0009091-BFO:0000050-ZFA:0000107-PATO:0000462-0-0-0	ZP:0016792
ZDB-FISH-150901-10668	TL + MO3-ttn.1	ZDB-STAGE-010723-8	Larval:Protruding-mouth	ZDB-STAGE-010723-8	Larval:Protruding-mouth	ZFA:0009115	skeletal muscle cell	BFO:0000050	part_of	ZFA:0000155	somite	PATO:0000937	disorganized	abnormal							ZDB-PUB-070813-8	ZDB-EXP-071106-2	ZFA:0009115-BFO:0000050-ZFA:0000155-PATO:0000937-0-0-0	ZP:0005024
ZDB-FISH-150901-1069	WT + MO2-mdka	ZDB-STAGE-010723-9	Hatching:Long-pec	ZDB-STAGE-010723-9	Hatching:Long-pec	ZFA:0009000	cell	BFO:0000050	part_of	ZFA:0000152	retina	PATO:0001997	decreased amount	abnormal							ZDB-PUB-121120-19	ZDB-EXP-131227-4	ZFA:0009000-BFO:0000050-ZFA:0000152-PATO:0001997-0-0-0	ZP:0006721
ZDB-FISH-150901-1091	WT + MO1-tubgcp4	ZDB-STAGE-010723-8	Larval:Protruding-mouth	ZDB-STAGE-010723-8	Larval:Protruding-mouth	ZFA:0009000	cell	BFO:0000050	part_of	ZFA:0000152	retina	PATO:0000411	circular	abnormal							ZDB-PUB-150331-15	ZDB-EXP-150622-5	ZFA:0009000-BFO:0000050-ZFA:0000152-PATO:0000411-0-0-0	ZP:0017480
ZDB-FISH-150901-10994	WT + MO1-gak	ZDB-STAGE-010723-30	Segmentation:14-19 somites	ZDB-STAGE-010723-30	Segmentation:14-19 somites	ZFA:0009000	cell	BFO:0000050	part_of	ZFA:0000107	eye	PATO:0000639	degenerate	abnormal							ZDB-PUB-100126-1	ZDB-EXP-100429-6	ZFA:0009000-BFO:0000050-ZFA:0000107-PATO:0000639-0-0-0	ZP:0007263
ZDB-FISH-150901-11009	WT + MO1-esco2	ZDB-STAGE-010723-37	Larval:Day 6	ZDB-STAGE-010723-37	Larval:Day 6	ZFA:0009000	cell	BFO:0000050	part_of	ZFA:0001161	pectoral fin	PATO:0000587	decreased size	abnormal							ZDB-PUB-110609-59	ZDB-EXP-110720-1	ZFA:0009000-BFO:0000050-ZFA:0001161-PATO:0000587-0-0-0	ZP:0007898
ZDB-FISH-150901-11009	WT + MO1-esco2	ZDB-STAGE-010723-37	Larval:Day 6	ZDB-STAGE-010723-37	Larval:Day 6	ZFA:0009000	cell	BFO:0000050	part_of	ZFA:0001161	pectoral fin	PATO:0001485	condensed	abnormal							ZDB-PUB-110609-59	ZDB-EXP-110720-1	ZFA:0009000-BFO:0000050-ZFA:0001161-PATO:0001485-0-0-0	ZP:0007899
ZDB-FISH-150901-11045	WT + MO1-casr	ZDB-STAGE-010723-10	Pharyngula:Prim-5	ZDB-STAGE-010723-10	Pharyngula:Prim-5	ZFA:0000092	axis	BFO:0000050	part_of	ZFA:0001094	whole organism	PATO:0000574	decreased length	abnormal							ZDB-PUB-130825-2	ZDB-EXP-131120-14	ZFA:0000092-BFO:0000050-ZFA:0001094-PATO:0000574-0-0-0	ZP:0007464
ZDB-FISH-150901-11045	WT + MO1-casr	ZDB-STAGE-010723-35	Larval:Day 4	ZDB-STAGE-010723-35	Larval:Day 4	ZFA:0000092	axis	BFO:0000050	part_of	ZFA:0001094	whole organism	PATO:0000574	decreased length	abnormal							ZDB-PUB-130825-2	ZDB-EXP-131120-14	ZFA:0000092-BFO:0000050-ZFA:0001094-PATO:0000574-0-0-0	ZP:0007464
ZDB-FISH-150901-11045	WT + MO1-casr	ZDB-STAGE-010723-37	Larval:Day 6	ZDB-STAGE-010723-37	Larval:Day 6	ZFA:0000092	axis	BFO:0000050	part_of	ZFA:0001094	whole organism	PATO:0000574	decreased length	abnormal							ZDB-PUB-130825-2	ZDB-EXP-131120-14	ZFA:0000092-BFO:0000050-ZFA:0001094-PATO:0000574-0-0-0	ZP:0007464
ZDB-FISH-150901-11081	WT + MO1-ccnd1	ZDB-STAGE-010723-36	Larval:Day 5	ZDB-STAGE-010723-36	Larval:Day 5	ZFA:0009000	cell	BFO:0000050	part_of	ZFA:0000152	retina	PATO:0001997	decreased amount	abnormal							ZDB-PUB-051116-2	ZDB-EXP-051202-1	ZFA:0009000-BFO:0000050-ZFA:0000152-PATO:0001997-0-0-0	ZP:0006721
ZDB-FISH-150901-11087	sb3Tg + MO3-pax3a	ZDB-STAGE-010723-37	Larval:Day 6	ZDB-STAGE-010723-37	Larval:Day 6	ZFA:0009198	xanthophore	BFO:0000050	part_of	ZFA:0001115	trunk	PATO:0000337	colorless	abnormal							ZDB-PUB-080422-3	ZDB-EXP-080911-8	ZFA:0009198-BFO:0000050-ZFA:0001115-PATO:0000337-0-0-0	ZP:0009970
ZDB-FISH-150901-11230	npas4l<sup>Df(Chr13:lycat)m39/m39</sup>	ZDB-STAGE-010723-8	Larval:Protruding-mouth	ZDB-STAGE-010723-8	Larval:Protruding-mouth	ZFA:0000035	lens	BFO:0000050	part_of	ZFA:0000107	eye	PATO:0000963	opaque	abnormal							ZDB-PUB-150708-6	ZDB-EXP-041102-1	ZFA:0000035-BFO:0000050-ZFA:0000107-PATO:0000963-0-0-0	ZP:0018942
ZDB-FISH-150901-11255	dctn1a<sup>s309/s309</sup>(TL)	ZDB-STAGE-010723-36	Larval:Day 5	ZDB-STAGE-010723-36	Larval:Day 5	ZFA:0009310	retinal ganglion cell	BFO:0000050	part_of	ZFA:0000024	retinal ganglion cell layer	PATO:0000470	increased amount	abnormal							ZDB-PUB-080924-4	ZDB-EXP-041102-1	ZFA:0009310-BFO:0000050-ZFA:0000024-PATO:0000470-0-0-0	ZP:0008617
ZDB-FISH-150901-11278	nkhgn8hEt/+	ZDB-STAGE-010723-36	Larval:Day 5	ZDB-STAGE-010723-36	Larval:Day 5	ZFA:0009091	melanocyte	BFO:0000050	part_of	ZFA:0000368	integument	PATO:0000051	morphology	abnormal							ZDB-PUB-071219-1	ZDB-EXP-041102-1	ZFA:0009091-BFO:0000050-ZFA:0000368-PATO:0000051-0-0-0	ZP:0004247
ZDB-FISH-150901-11287	ddf<sup>ta50/ta50</sup>	ZDB-STAGE-010723-10	Pharyngula:Prim-5	ZDB-STAGE-010723-10	Pharyngula:Prim-5	ZFA:0009000	cell	BFO:0000050	part_of	ZFA:0000368	integument	PATO:0000411	circular	abnormal							ZDB-PUB-970210-21	ZDB-EXP-041102-1	ZFA:0009000-BFO:0000050-ZFA:0000368-PATO:0000411-0-0-0	ZP:0004720
ZDB-FISH-150901-11287	ddf<sup>ta50/ta50</sup>	ZDB-STAGE-010723-9	Hatching:Long-pec	ZDB-STAGE-010723-9	Hatching:Long-pec	ZFA:0009000	cell	BFO:0000050	part_of	ZFA:0000368	integument	PATO:0000411	circular	abnormal							ZDB-PUB-970210-21	ZDB-EXP-041102-1	ZFA:0009000-BFO:0000050-ZFA:0000368-PATO:0000411-0-0-0	ZP:0004720
ZDB-FISH-150901-11306	cxcl12a<sup>t30516/t30516</sup>	ZDB-STAGE-010723-47	Larval:Days 7-13	ZDB-STAGE-010723-47	Larval:Days 7-13	ZFA:0009327	neutrophil	BFO:0000050	part_of	ZFA:0000529	kidney	PATO:0001997	decreased amount	abnormal							ZDB-PUB-170222-7	ZDB-EXP-041102-1	ZFA:0009327-BFO:0000050-ZFA:0000529-PATO:0001997-0-0-0	ZP:0100045
ZDB-FISH-150901-11306	cxcl12a<sup>t30516/t30516</sup>	ZDB-STAGE-010723-8	Larval:Protruding-mouth	ZDB-STAGE-010723-8	Larval:Protruding-mouth	ZFA:0009327	neutrophil	BFO:0000050	part_of	ZFA:0001269	regenerating fin	PATO:0000470	increased amount	abnormal							ZDB-PUB-170222-7	ZDB-EXP-171012-1	ZFA:0009327-BFO:0000050-ZFA:0001269-PATO:0000470-0-0-0	ZP:0021849
ZDB-FISH-150901-11337	cluap1<sup>hi3959aTg/hi3959aTg</sup>(AB/TU)	ZDB-STAGE-010723-36	Larval:Day 5	ZDB-STAGE-010723-36	Larval:Day 5	ZFA:0001288	renal glomerulus	BFO:0000050	part_of	ZFA:0000529	kidney	PATO:0001673	cystic	abnormal							ZDB-PUB-111129-9	ZDB-EXP-041102-1	ZFA:0001288-BFO:0000050-ZFA:0000529-PATO:0001673-0-0-0	ZP:0006105
ZDB-FISH-150901-11337	cluap1<sup>hi3959aTg/hi3959aTg</sup>(AB/TU)	ZDB-STAGE-010723-8	Larval:Protruding-mouth	ZDB-STAGE-010723-8	Larval:Protruding-mouth	ZFA:0001466	photoreceptor outer segment layer	BFO:0000050	part_of	ZFA:0000152	retina	PATO:0000462	absent	abnormal							ZDB-PUB-111129-9	ZDB-EXP-041102-1	ZFA:0001466-BFO:0000050-ZFA:0000152-PATO:0000462-0-0-0	ZP:0006102
ZDB-FISH-150901-11538	plt<sup>tb216/tb216</sup>	ZDB-STAGE-020626-1	Segmentation:10-13 somites	ZDB-STAGE-020626-1	Segmentation:10-13 somites	ZFA:0009000	cell	BFO:0000050	part_of	ZFA:0001094	whole organism	PATO:0000327	low brightness	abnormal							ZDB-PUB-970210-5	ZDB-EXP-041102-1	ZFA:0009000-BFO:0000050-ZFA:0001094-PATO:0000327-0-0-0	ZP:0017235
ZDB-FISH-150901-11538	plt<sup>tb216/tb216</sup>	ZDB-STAGE-020626-1	Segmentation:10-13 somites	ZDB-STAGE-020626-1	Segmentation:10-13 somites	ZFA:0009000	cell	BFO:0000050	part_of	ZFA:0001094	whole organism	PATO:0001499	spherical	abnormal							ZDB-PUB-970210-5	ZDB-EXP-041102-1	ZFA:0009000-BFO:0000050-ZFA:0001094-PATO:0001499-0-0-0	ZP:0017236
ZDB-FISH-150901-11584	racgap1<sup>ta52a/ta52a</sup>	ZDB-STAGE-010723-10	Pharyngula:Prim-5	ZDB-STAGE-010723-10	Pharyngula:Prim-5	ZFA:0009000	cell	BFO:0000050	part_of	ZFA:0001094	whole organism	PATO:0000327	low brightness	abnormal							ZDB-PUB-970210-5	ZDB-EXP-041102-1	ZFA:0009000-BFO:0000050-ZFA:0001094-PATO:0000327-0-0-0	ZP:0017235
ZDB-FISH-150901-11584	racgap1<sup>ta52a/ta52a</sup>	ZDB-STAGE-010723-10	Pharyngula:Prim-5	ZDB-STAGE-010723-10	Pharyngula:Prim-5	ZFA:0009000	cell	BFO:0000050	part_of	ZFA:0001094	whole organism	PATO:0001499	spherical	abnormal							ZDB-PUB-970210-5	ZDB-EXP-041102-1	ZFA:0009000-BFO:0000050-ZFA:0001094-PATO:0001499-0-0-0	ZP:0017236
ZDB-FISH-150901-11584	racgap1<sup>ta52a/ta52a</sup>	ZDB-STAGE-020626-1	Segmentation:10-13 somites	ZDB-STAGE-020626-1	Segmentation:10-13 somites	ZFA:0009000	cell	BFO:0000050	part_of	ZFA:0001094	whole organism	PATO:0000327	low brightness	abnormal							ZDB-PUB-970210-5	ZDB-EXP-041102-1	ZFA:0009000-BFO:0000050-ZFA:0001094-PATO:0000327-0-0-0	ZP:0017235
ZDB-FISH-150901-11584	racgap1<sup>ta52a/ta52a</sup>	ZDB-STAGE-020626-1	Segmentation:10-13 somites	ZDB-STAGE-020626-1	Segmentation:10-13 somites	ZFA:0009000	cell	BFO:0000050	part_of	ZFA:0001094	whole organism	PATO:0001499	spherical	abnormal							ZDB-PUB-970210-5	ZDB-EXP-041102-1	ZFA:0009000-BFO:0000050-ZFA:0001094-PATO:0001499-0-0-0	ZP:0017236
ZDB-FISH-150901-1183	mixl1<sup>m425/m425</sup>	ZDB-STAGE-010723-6	Gastrula:50%-epiboly	ZDB-STAGE-010723-12	Gastrula:Bud	ZFA:0009139	endodermal cell	BFO:0000050	part_of	ZFA:0000017	endoderm	PATO:0001997	decreased amount	abnormal							ZDB-PUB-080218-4	ZDB-EXP-041102-1	ZFA:0009139-BFO:0000050-ZFA:0000017-PATO:0001997-0-0-0	ZP:0000101
ZDB-FISH-150901-11848	y1Tg + MO1-dag1	ZDB-STAGE-010723-10	Pharyngula:Prim-5	ZDB-STAGE-010723-10	Pharyngula:Prim-5	ZFA:0001089	myoseptum	BFO:0000050	part_of	ZFA:0000155	somite	PATO:0001617	deformed	abnormal							ZDB-PUB-110921-31	ZDB-EXP-120118-5	ZFA:0001089-BFO:0000050-ZFA:0000155-PATO:0001617-0-0-0	ZP:0002945
ZDB-FISH-150901-11848	y1Tg + MO1-dag1	ZDB-STAGE-010723-10	Pharyngula:Prim-5	ZDB-STAGE-010723-10	Pharyngula:Prim-5	ZFA:0001285	intersegmental vessel	BFO:0000050	part_of	ZFA:0000155	somite	PATO:0000462	absent	abnormal							ZDB-PUB-110921-31	ZDB-EXP-120118-5	ZFA:0001285-BFO:0000050-ZFA:0000155-PATO:0000462-0-0-0	ZP:0002946
ZDB-FISH-150901-11848	y1Tg + MO1-dag1	ZDB-STAGE-010723-10	Pharyngula:Prim-5	ZDB-STAGE-010723-10	Pharyngula:Prim-5	ZFA:0001285	intersegmental vessel	BFO:0000050	part_of	ZFA:0000155	somite	PATO:0000937	disorganized	abnormal							ZDB-PUB-110921-31	ZDB-EXP-120118-5	ZFA:0001285-BFO:0000050-ZFA:0000155-PATO:0000937-0-0-0	ZP:0002947
ZDB-FISH-150901-11973	WT + MO4-tbx2a	ZDB-STAGE-010723-9	Hatching:Long-pec	ZDB-STAGE-010723-9	Hatching:Long-pec	ZFA:0000092	axis	BFO:0000050	part_of	ZFA:0001094	whole organism	PATO:0000406	curved	abnormal							ZDB-PUB-131119-6	ZDB-EXP-140127-2	ZFA:0000092-BFO:0000050-ZFA:0001094-PATO:0000406-0-0-0	ZP:0010632
ZDB-FISH-150901-1207	Df(Chr01:hand2)s6/s6	ZDB-STAGE-010723-10	Pharyngula:Prim-5	ZDB-STAGE-010723-10	Pharyngula:Prim-5	ZFA:0005490	myocardial precursor	BFO:0000050	part_of	ZFA:0000028	heart primordium	PATO:0001997	decreased amount	abnormal							ZDB-PUB-000622-1	ZDB-EXP-041102-1	ZFA:0005490-BFO:0000050-ZFA:0000028-PATO:0001997-0-0-0	ZP:0000488
ZDB-FISH-150901-1207	Df(Chr01:hand2)s6/s6	ZDB-STAGE-010723-30	Segmentation:14-19 somites	ZDB-STAGE-010723-30	Segmentation:14-19 somites	ZFA:0005490	myocardial precursor	BFO:0000050	part_of	ZFA:0000028	heart primordium	PATO:0001997	decreased amount	abnormal							ZDB-PUB-000622-1	ZDB-EXP-041102-1	ZFA:0005490-BFO:0000050-ZFA:0000028-PATO:0001997-0-0-0	ZP:0000488
ZDB-FISH-150901-12109	ruz<sup>tk258/tk258</sup>(TL)	ZDB-STAGE-010723-36	Larval:Day 5	ZDB-STAGE-010723-37	Larval:Day 6	ZFA:0009115	skeletal muscle cell	BFO:0000050	part_of	ZFA:0000155	somite	PATO:0000937	disorganized	abnormal							ZDB-PUB-070813-8	ZDB-EXP-041102-1	ZFA:0009115-BFO:0000050-ZFA:0000155-PATO:0000937-0-0-0	ZP:0005024
ZDB-FISH-150901-12115	rtf1<sup>kt641/kt641</sup>	ZDB-STAGE-010723-30	Segmentation:14-19 somites	ZDB-STAGE-010723-30	Segmentation:14-19 somites	ZFA:0001462	somite border	BFO:0000050	part_of	ZFA:0001115	trunk	PATO:0000937	disorganized	abnormal							ZDB-PUB-070907-8	ZDB-EXP-041102-1	ZFA:0001462-BFO:0000050-ZFA:0001115-PATO:0000937-0-0-0	ZP:0003741
ZDB-FISH-150901-12115	rtf1<sup>kt641/kt641</sup>	ZDB-STAGE-020626-1	Segmentation:10-13 somites	ZDB-STAGE-020626-1	Segmentation:10-13 somites	ZFA:0001462	somite border	BFO:0000050	part_of	ZFA:0001115	trunk	PATO:0000937	disorganized	abnormal							ZDB-PUB-070907-8	ZDB-EXP-041102-1	ZFA:0001462-BFO:0000050-ZFA:0001115-PATO:0000937-0-0-0	ZP:0003741
ZDB-FISH-150901-1216	tbx16<sup>b104/b104</sup>	ZDB-STAGE-010723-10	Pharyngula:Prim-5	ZDB-STAGE-010723-10	Pharyngula:Prim-5	ZFA:0000155	somite	BFO:0000050	part_of	ZFA:0001115	trunk	PATO:0000462	absent	abnormal							ZDB-PUB-121220-46	ZDB-EXP-041102-1	ZFA:0000155-BFO:0000050-ZFA:0001115-PATO:0000462-0-0-0	ZP:0005153
ZDB-FISH-150901-1216	tbx16<sup>b104/b104</sup>	ZDB-STAGE-010723-10	Pharyngula:Prim-5	ZDB-STAGE-010723-10	Pharyngula:Prim-5	ZFA:0000155	somite	BFO:0000050	part_of	ZFA:0001115	trunk	PATO:0000587	decreased size	abnormal							ZDB-PUB-121220-46	ZDB-EXP-041102-1	ZFA:0000155-BFO:0000050-ZFA:0001115-PATO:0000587-0-0-0	ZP:0010350
ZDB-FISH-150901-1216	tbx16<sup>b104/b104</sup>	ZDB-STAGE-010723-23	Segmentation:1-4 somites	ZDB-STAGE-010723-23	Segmentation:1-4 somites	ZFA:0000155	somite	BFO:0000050	part_of	ZFA:0001115	trunk	PATO:0000587	decreased size	abnormal							ZDB-PUB-121220-46	ZDB-EXP-041102-1	ZFA:0000155-BFO:0000050-ZFA:0001115-PATO:0000587-0-0-0	ZP:0010350
ZDB-FISH-150901-1216	tbx16<sup>b104/b104</sup>	ZDB-STAGE-010723-10	Pharyngula:Prim-5	ZDB-STAGE-010723-10	Pharyngula:Prim-5	ZFA:0000155	somite	BFO:0000050	part_of	ZFA:0001115	trunk	PATO:0000462	absent	abnormal							ZDB-PUB-170712-14	ZDB-EXP-041102-1	ZFA:0000155-BFO:0000050-ZFA:0001115-PATO:0000462-0-0-0	ZP:0005153
ZDB-FISH-150901-12160	npas4l<sup>s5/s5</sup>; gz15Tg/gz15Tg; y1Tg	ZDB-STAGE-010723-26	Hatching:Pec-fin	ZDB-STAGE-010723-26	Hatching:Pec-fin	ZFA:0001079	blood vasculature	BFO:0000050	part_of	ZFA:0000123	liver	PATO:0001483	aplastic	abnormal							ZDB-PUB-080922-7	ZDB-EXP-041102-1	ZFA:0001079-BFO:0000050-ZFA:0000123-PATO:0001483-0-0-0	ZP:0015584
ZDB-FISH-150901-12160	npas4l<sup>s5/s5</sup>; gz15Tg/gz15Tg; y1Tg	ZDB-STAGE-010723-26	Hatching:Pec-fin	ZDB-STAGE-010723-26	Hatching:Pec-fin	ZFA:0009111	hepatocyte	BFO:0000050	part_of	ZFA:0000123	liver	PATO:0000051	morphology	abnormal							ZDB-PUB-080922-7	ZDB-EXP-041102-1	ZFA:0009111-BFO:0000050-ZFA:0000123-PATO:0000051-0-0-0	ZP:0015585
ZDB-FISH-150901-12165	asy<sup>rk12/rk12</sup>	ZDB-STAGE-010723-36	Larval:Day 5	ZDB-STAGE-010723-36	Larval:Day 5	ZFA:0009071	Purkinje cell	BFO:0000050	part_of	ZFA:0000100	cerebellum	PATO:0001997	decreased amount	abnormal							ZDB-PUB-090422-9	ZDB-EXP-041102-1	ZFA:0009071-BFO:0000050-ZFA:0000100-PATO:0001997-0-0-0	ZP:0015623
ZDB-FISH-150901-12183	unm_m1203<sup>m1203/m1203</sup>	ZDB-STAGE-010723-8	Larval:Protruding-mouth	ZDB-STAGE-010723-8	Larval:Protruding-mouth	ZFA:0009216	adrenocorticotropic hormone secreting cell	BFO:0000050	part_of	ZFA:0000012	central nervous system	PATO:0001997	decreased amount	abnormal							ZDB-PUB-100210-1	ZDB-EXP-041102-1	ZFA:0009216-BFO:0000050-ZFA:0000012-PATO:0001997-0-0-0	ZP:0015693
ZDB-FISH-150901-12231	myo5b<sup>tk38/tk38</sup>	ZDB-STAGE-010723-9	Hatching:Long-pec	ZDB-STAGE-010723-9	Hatching:Long-pec	ZFA:0009000	cell	BFO:0000050	part_of	ZFA:0000368	integument	PATO:0000411	circular	abnormal							ZDB-PUB-970210-21	ZDB-EXP-041102-1	ZFA:0009000-BFO:0000050-ZFA:0000368-PATO:0000411-0-0-0	ZP:0004720
ZDB-FISH-150901-12303	foxp2<sup>zc83/+</sup>; foxp2<sup>zc84/+</sup>	ZDB-STAGE-010723-8	Larval:Protruding-mouth	ZDB-STAGE-010723-8	Larval:Protruding-mouth	ZFA:0009071	Purkinje cell	BFO:0000050	part_of	ZFA:0000029	hindbrain	PATO:0000060	spatial pattern	normal							ZDB-PUB-120905-7	ZDB-EXP-041102-1	ZFA:0009071-BFO:0000050-ZFA:0000029-PATO:0000060-0-0-0	ZP:0016371
ZDB-FISH-150901-1231	f3Tg + MO2-tle3b	ZDB-STAGE-010723-32	Pharyngula:Prim-15	ZDB-STAGE-010723-13	Pharyngula:Prim-25	ZFA:0009044	blood cell	BFO:0000050	part_of	ZFA:0000007	blood	PATO:0000462	absent	abnormal							ZDB-PUB-080227-13	ZDB-EXP-081003-2	ZFA:0009044-BFO:0000050-ZFA:0000007-PATO:0000462-0-0-0	ZP:0015408
ZDB-FISH-150901-1231	f3Tg + MO2-tle3b	ZDB-STAGE-010723-32	Pharyngula:Prim-15	ZDB-STAGE-010723-13	Pharyngula:Prim-25	ZFA:0009044	blood cell	BFO:0000050	part_of	ZFA:0000007	blood	PATO:0000462	absent	abnormal							ZDB-PUB-080227-13	ZDB-EXP-081003-3	ZFA:0009044-BFO:0000050-ZFA:0000007-PATO:0000462-0-0-0	ZP:0015408
ZDB-FISH-150901-12444	extl3<sup>tw24/tw24</sup>	ZDB-STAGE-010723-8	Larval:Protruding-mouth	ZDB-STAGE-010723-8	Larval:Protruding-mouth	ZFA:0009000	cell	BFO:0000050	part_of	ZFA:0001161	pectoral fin	PATO:0000411	circular	abnormal							ZDB-PUB-970210-21	ZDB-EXP-041102-1	ZFA:0009000-BFO:0000050-ZFA:0001161-PATO:0000411-0-0-0	ZP:0007199
