defined_class	entity	entitytowards	quality
http://purl.obolibrary.org/obo/ZP_0023469	http://purl.obolibrary.org/obo/ZFA_0009327	http://purl.obolibrary.org/obo/ZFA_0000076	http://purl.obolibrary.org/obo/PATO_0002269
http://purl.obolibrary.org/obo/ZP_0026131	http://purl.obolibrary.org/obo/ZFA_0009256	http://purl.obolibrary.org/obo/ZFA_0000471	http://purl.obolibrary.org/obo/PATO_0002269
http://purl.obolibrary.org/obo/ZP_0008341	http://purl.obolibrary.org/obo/ZFA_0009256	http://purl.obolibrary.org/obo/ZFA_0000006	http://purl.obolibrary.org/obo/PATO_0002269
http://purl.obolibrary.org/obo/ZP_0018773	http://purl.obolibrary.org/obo/ZFA_0009256	http://purl.obolibrary.org/obo/ZFA_0000008	http://purl.obolibrary.org/obo/PATO_0002269
http://purl.obolibrary.org/obo/ZP_0026130	http://purl.obolibrary.org/obo/ZFA_0009256	http://purl.obolibrary.org/obo/ZFA_0000009	http://purl.obolibrary.org/obo/PATO_0002269
http://purl.obolibrary.org/obo/ZP_0023617	http://purl.obolibrary.org/obo/ZFA_0009256	http://purl.obolibrary.org/obo/ZFA_0005097	http://purl.obolibrary.org/obo/PATO_0002269
http://purl.obolibrary.org/obo/ZP_0024322	http://purl.obolibrary.org/obo/ZFA_0009256	http://purl.obolibrary.org/obo/ZFA_0000180	http://purl.obolibrary.org/obo/PATO_0002269
http://purl.obolibrary.org/obo/ZP_0005862	http://purl.obolibrary.org/obo/ZFA_0009256	http://purl.obolibrary.org/obo/ZFA_0000186	http://purl.obolibrary.org/obo/PATO_0002269
http://purl.obolibrary.org/obo/ZP_0015184	http://purl.obolibrary.org/obo/ZFA_0009256	http://purl.obolibrary.org/obo/ZFA_0001114	http://purl.obolibrary.org/obo/PATO_0002269
http://purl.obolibrary.org/obo/ZP_0007182	http://purl.obolibrary.org/obo/ZFA_0009256	http://purl.obolibrary.org/obo/ZFA_0000114	http://purl.obolibrary.org/obo/PATO_0002269
http://purl.obolibrary.org/obo/ZP_0005861	http://purl.obolibrary.org/obo/ZFA_0009256	http://purl.obolibrary.org/obo/ZFA_0000033	http://purl.obolibrary.org/obo/PATO_0002269
http://purl.obolibrary.org/obo/ZP_0017055	http://purl.obolibrary.org/obo/ZFA_0009256	http://purl.obolibrary.org/obo/ZFA_0001115	http://purl.obolibrary.org/obo/PATO_0002269
http://purl.obolibrary.org/obo/ZP_0025246	http://purl.obolibrary.org/obo/ZFA_0009256	http://purl.obolibrary.org/obo/ZFA_0000473	http://purl.obolibrary.org/obo/PATO_0002269
http://purl.obolibrary.org/obo/ZP_0024106	http://purl.obolibrary.org/obo/ZFA_0009140	http://purl.obolibrary.org/obo/ZFA_0000008	http://purl.obolibrary.org/obo/PATO_0002269
http://purl.obolibrary.org/obo/ZP_0016803	http://purl.obolibrary.org/obo/ZFA_0001632	http://purl.obolibrary.org/obo/ZFA_0000123	http://purl.obolibrary.org/obo/PATO_0002269
http://purl.obolibrary.org/obo/ZP_0016832	http://purl.obolibrary.org/obo/ZFA_0009395	http://purl.obolibrary.org/obo/ZFA_0000671	http://purl.obolibrary.org/obo/PATO_0002269
http://purl.obolibrary.org/obo/ZP_0006124	http://purl.obolibrary.org/obo/ZFA_0000084	http://purl.obolibrary.org/obo/ZFA_0000007	http://purl.obolibrary.org/obo/PATO_0002269
http://purl.obolibrary.org/obo/ZP_0014571	http://purl.obolibrary.org/obo/ZFA_0009116	http://purl.obolibrary.org/obo/ZFA_0000155	http://purl.obolibrary.org/obo/PATO_0002047
http://purl.obolibrary.org/obo/ZP_0014066	http://purl.obolibrary.org/obo/ZFA_0000713	http://purl.obolibrary.org/obo/ZFA_0000713	http://purl.obolibrary.org/obo/PATO_0002259
http://purl.obolibrary.org/obo/ZP_0010276	http://purl.obolibrary.org/obo/ZFA_0000107	http://purl.obolibrary.org/obo/ZFA_0000107	http://purl.obolibrary.org/obo/PATO_0002259
http://purl.obolibrary.org/obo/ZP_0011187	http://purl.obolibrary.org/obo/ZFA_0000530	http://purl.obolibrary.org/obo/ZFA_0000676	http://purl.obolibrary.org/obo/PATO_0002259
http://purl.obolibrary.org/obo/ZP_0012732	http://purl.obolibrary.org/obo/ZFA_0000386	http://purl.obolibrary.org/obo/ZFA_0000386	http://purl.obolibrary.org/obo/PATO_0002259
http://purl.obolibrary.org/obo/ZP_0016861	http://purl.obolibrary.org/obo/ZFA_0009327	http://purl.obolibrary.org/obo/ZFA_0009141	http://purl.obolibrary.org/obo/PATO_0002259
http://purl.obolibrary.org/obo/ZP_0025573	http://purl.obolibrary.org/obo/ZFA_0000059	http://purl.obolibrary.org/obo/ZFA_0001108	http://purl.obolibrary.org/obo/PATO_0002259
http://purl.obolibrary.org/obo/ZP_0014067	http://purl.obolibrary.org/obo/ZFA_0001365	http://purl.obolibrary.org/obo/ZFA_0001365	http://purl.obolibrary.org/obo/PATO_0002259
http://purl.obolibrary.org/obo/ZP_0026920	http://purl.obolibrary.org/obo/ZFA_0009115	http://purl.obolibrary.org/obo/ZFA_0000155	http://purl.obolibrary.org/obo/PATO_0001653
http://purl.obolibrary.org/obo/ZP_0002474	http://purl.obolibrary.org/obo/ZFA_0001205	http://purl.obolibrary.org/obo/ZFA_0001399	http://purl.obolibrary.org/obo/PATO_0001652
http://purl.obolibrary.org/obo/ZP_0010763	http://purl.obolibrary.org/obo/ZFA_0000407	http://purl.obolibrary.org/obo/ZFA_0001161	http://purl.obolibrary.org/obo/PATO_0001652
http://purl.obolibrary.org/obo/ZP_0023387	http://purl.obolibrary.org/obo/ZFA_0009115	http://purl.obolibrary.org/obo/ZFA_0005277	http://purl.obolibrary.org/obo/PATO_0001652
http://purl.obolibrary.org/obo/ZP_0019690	http://purl.obolibrary.org/obo/ZFA_0009115	http://purl.obolibrary.org/obo/ZFA_0009115	http://purl.obolibrary.org/obo/PATO_0001652
http://purl.obolibrary.org/obo/ZP_0011711	http://purl.obolibrary.org/obo/ZFA_0001114	http://purl.obolibrary.org/obo/ZFA_0000243	http://purl.obolibrary.org/obo/PATO_0002083
http://purl.obolibrary.org/obo/ZP_0006632	http://purl.obolibrary.org/obo/ZFA_0000217	http://purl.obolibrary.org/obo/ZFA_0001617	http://purl.obolibrary.org/obo/PATO_0002083
http://purl.obolibrary.org/obo/ZP_0008924	http://purl.obolibrary.org/obo/ZFA_0000559	http://purl.obolibrary.org/obo/ZFA_0001617	http://purl.obolibrary.org/obo/PATO_0002083
http://purl.obolibrary.org/obo/ZP_0006194	http://purl.obolibrary.org/obo/ZFA_0001115	http://purl.obolibrary.org/obo/ZFA_0001285	http://purl.obolibrary.org/obo/PATO_0002083
http://purl.obolibrary.org/obo/ZP_0012737	http://purl.obolibrary.org/obo/ZFA_0001094	http://purl.obolibrary.org/obo/ZFA_0009000	http://purl.obolibrary.org/obo/PATO_0002083
http://purl.obolibrary.org/obo/ZP_0024812	http://purl.obolibrary.org/obo/ZFA_0000042	http://purl.obolibrary.org/obo/ZFA_0000042	http://purl.obolibrary.org/obo/PATO_0002326
http://purl.obolibrary.org/obo/ZP_0012231	http://purl.obolibrary.org/obo/ZFA_0001189	http://purl.obolibrary.org/obo/ZFA_0001189	http://purl.obolibrary.org/obo/PATO_0002326
http://purl.obolibrary.org/obo/ZP_0016295	http://purl.obolibrary.org/obo/ZFA_0001460	http://purl.obolibrary.org/obo/ZFA_0001460	http://purl.obolibrary.org/obo/PATO_0001668
http://purl.obolibrary.org/obo/ZP_0004441	http://purl.obolibrary.org/obo/ZFA_0000471	http://purl.obolibrary.org/obo/ZFA_0000173	http://purl.obolibrary.org/obo/PATO_0001667
http://purl.obolibrary.org/obo/ZP_0002736	http://purl.obolibrary.org/obo/ZFA_0005000	http://purl.obolibrary.org/obo/ZFA_0005017	http://purl.obolibrary.org/obo/PATO_0001667
http://purl.obolibrary.org/obo/ZP_0002744	http://purl.obolibrary.org/obo/ZFA_0005002	http://purl.obolibrary.org/obo/ZFA_0001052	http://purl.obolibrary.org/obo/PATO_0001667
http://purl.obolibrary.org/obo/ZP_0013436	http://purl.obolibrary.org/obo/ZFA_0000694	http://purl.obolibrary.org/obo/ZFA_0001239	http://purl.obolibrary.org/obo/PATO_0001667
http://purl.obolibrary.org/obo/ZP_0002383	http://purl.obolibrary.org/obo/ZFA_0009084	http://purl.obolibrary.org/obo/ZFA_0009084	http://purl.obolibrary.org/obo/PATO_0001667
http://purl.obolibrary.org/obo/ZP_0005826	http://purl.obolibrary.org/obo/ZFA_0001061	http://purl.obolibrary.org/obo/ZFA_0001061	http://purl.obolibrary.org/obo/PATO_0001667
http://purl.obolibrary.org/obo/ZP_0005053	http://purl.obolibrary.org/obo/ZFA_0001061	http://purl.obolibrary.org/obo/ZFA_0001285	http://purl.obolibrary.org/obo/PATO_0001667
http://purl.obolibrary.org/obo/ZP_0009283	http://purl.obolibrary.org/obo/ZFA_0001319	http://purl.obolibrary.org/obo/ZFA_0001320	http://purl.obolibrary.org/obo/PATO_0001667
http://purl.obolibrary.org/obo/ZP_0017116	http://purl.obolibrary.org/obo/ZFA_0009285	http://purl.obolibrary.org/obo/ZFA_0001557	http://purl.obolibrary.org/obo/PATO_0001667
http://purl.obolibrary.org/obo/ZP_0012535	http://purl.obolibrary.org/obo/ZFA_0005309	http://purl.obolibrary.org/obo/ZFA_0000186	http://purl.obolibrary.org/obo/PATO_0001667
http://purl.obolibrary.org/obo/ZP_0004142	http://purl.obolibrary.org/obo/ZFA_0001673	http://purl.obolibrary.org/obo/ZFA_0000014	http://purl.obolibrary.org/obo/PATO_0001667
http://purl.obolibrary.org/obo/ZP_0005898	http://purl.obolibrary.org/obo/ZFA_0001267	http://purl.obolibrary.org/obo/ZFA_0001267	http://purl.obolibrary.org/obo/PATO_0001435
http://purl.obolibrary.org/obo/ZP_0013364	http://purl.obolibrary.org/obo/ZFA_0009116	http://purl.obolibrary.org/obo/ZFA_0001089	http://purl.obolibrary.org/obo/PATO_0001435
http://purl.obolibrary.org/obo/ZP_0026633	http://purl.obolibrary.org/obo/ZFA_0009116	http://purl.obolibrary.org/obo/ZFA_0009116	http://purl.obolibrary.org/obo/PATO_0001435
http://purl.obolibrary.org/obo/ZP_0014544	http://purl.obolibrary.org/obo/ZFA_0005033	http://purl.obolibrary.org/obo/ZFA_0001285	http://purl.obolibrary.org/obo/PATO_0001435
http://purl.obolibrary.org/obo/ZP_0011788	http://purl.obolibrary.org/obo/ZFA_0009003	http://purl.obolibrary.org/obo/ZFA_0009003	http://purl.obolibrary.org/obo/PATO_0002280
http://purl.obolibrary.org/obo/ZP_0011791	http://purl.obolibrary.org/obo/ZFA_0009004	http://purl.obolibrary.org/obo/ZFA_0009004	http://purl.obolibrary.org/obo/PATO_0002280
http://purl.obolibrary.org/obo/ZP_0006595	http://purl.obolibrary.org/obo/ZFA_0009177	http://purl.obolibrary.org/obo/ZFA_0009177	http://purl.obolibrary.org/obo/PATO_0001531
http://purl.obolibrary.org/obo/ZP_0001789	http://purl.obolibrary.org/obo/ZFA_0009264	http://purl.obolibrary.org/obo/ZFA_0009264	http://purl.obolibrary.org/obo/PATO_0001531
http://purl.obolibrary.org/obo/ZP_0012255	http://purl.obolibrary.org/obo/ZFA_0009091	http://purl.obolibrary.org/obo/ZFA_0009198	http://purl.obolibrary.org/obo/PATO_0002512
http://purl.obolibrary.org/obo/ZP_0001481	http://purl.obolibrary.org/obo/ZFA_0000011	http://purl.obolibrary.org/obo/ZFA_0009323	http://purl.obolibrary.org/obo/PATO_0002271
http://purl.obolibrary.org/obo/ZP_0022889	http://purl.obolibrary.org/obo/ZFA_0009065	http://purl.obolibrary.org/obo/ZFA_0005064	http://purl.obolibrary.org/obo/PATO_0002271
http://purl.obolibrary.org/obo/ZP_0027229	http://purl.obolibrary.org/obo/ZFA_0009327	http://purl.obolibrary.org/obo/ZFA_0001269	http://purl.obolibrary.org/obo/PATO_0002271
http://purl.obolibrary.org/obo/ZP_0005227	http://purl.obolibrary.org/obo/ZFA_0000471	http://purl.obolibrary.org/obo/ZFA_0000009	http://purl.obolibrary.org/obo/PATO_0002328
http://purl.obolibrary.org/obo/ZP_0019565	http://purl.obolibrary.org/obo/ZFA_0000009	http://purl.obolibrary.org/obo/ZFA_0000471	http://purl.obolibrary.org/obo/PATO_0002328
http://purl.obolibrary.org/obo/ZP_0010843	http://purl.obolibrary.org/obo/ZFA_0001400	http://purl.obolibrary.org/obo/ZFA_0001400	http://purl.obolibrary.org/obo/PATO_0002328
http://purl.obolibrary.org/obo/ZP_0024814	http://purl.obolibrary.org/obo/ZFA_0000042	http://purl.obolibrary.org/obo/ZFA_0000042	http://purl.obolibrary.org/obo/PATO_0002328
http://purl.obolibrary.org/obo/ZP_0018927	http://purl.obolibrary.org/obo/ZFA_0001066	http://purl.obolibrary.org/obo/ZFA_0001189	http://purl.obolibrary.org/obo/PATO_0002328
http://purl.obolibrary.org/obo/ZP_0007224	http://purl.obolibrary.org/obo/ZFA_0000694	http://purl.obolibrary.org/obo/ZFA_0005142	http://purl.obolibrary.org/obo/PATO_0001163
http://purl.obolibrary.org/obo/ZP_0005071	http://purl.obolibrary.org/obo/ZFA_0001205	http://purl.obolibrary.org/obo/ZFA_0001400	http://purl.obolibrary.org/obo/PATO_0000375
http://purl.obolibrary.org/obo/ZP_0012422	http://purl.obolibrary.org/obo/ZFA_0000168	http://purl.obolibrary.org/obo/ZFA_0000558	http://purl.obolibrary.org/obo/PATO_0000375
http://purl.obolibrary.org/obo/ZP_0020812	http://purl.obolibrary.org/obo/ZFA_0000011	http://purl.obolibrary.org/obo/ZFA_0000180	http://purl.obolibrary.org/obo/PATO_0000375
http://purl.obolibrary.org/obo/ZP_0007596	http://purl.obolibrary.org/obo/ZFA_0001516	http://purl.obolibrary.org/obo/ZFA_0001516	http://purl.obolibrary.org/obo/PATO_0000375
http://purl.obolibrary.org/obo/ZP_0011558	http://purl.obolibrary.org/obo/ZFA_0000014	http://purl.obolibrary.org/obo/ZFA_0000180	http://purl.obolibrary.org/obo/PATO_0000375
http://purl.obolibrary.org/obo/ZP_0016243	http://purl.obolibrary.org/obo/ZFA_0000655	http://purl.obolibrary.org/obo/ZFA_0000708	http://purl.obolibrary.org/obo/PATO_0000375
http://purl.obolibrary.org/obo/ZP_0000621	http://purl.obolibrary.org/obo/ZFA_0000107	http://purl.obolibrary.org/obo/ZFA_0000107	http://purl.obolibrary.org/obo/PATO_0000375
http://purl.obolibrary.org/obo/ZP_0010435	http://purl.obolibrary.org/obo/ZFA_0001367	http://purl.obolibrary.org/obo/ZFA_0001692	http://purl.obolibrary.org/obo/PATO_0000375
http://purl.obolibrary.org/obo/ZP_0007623	http://purl.obolibrary.org/obo/ZFA_0000042	http://purl.obolibrary.org/obo/ZFA_0000051	http://purl.obolibrary.org/obo/PATO_0000375
http://purl.obolibrary.org/obo/ZP_0004064	http://purl.obolibrary.org/obo/ZFA_0001319	http://purl.obolibrary.org/obo/ZFA_0001320	http://purl.obolibrary.org/obo/PATO_0000375
http://purl.obolibrary.org/obo/ZP_0015080	http://purl.obolibrary.org/obo/ZFA_0000243	http://purl.obolibrary.org/obo/ZFA_0000243	http://purl.obolibrary.org/obo/PATO_0000375
http://purl.obolibrary.org/obo/ZP_0001695	http://purl.obolibrary.org/obo/ZFA_0000051	http://purl.obolibrary.org/obo/ZFA_0000072	http://purl.obolibrary.org/obo/PATO_0000375
http://purl.obolibrary.org/obo/ZP_0001259	http://purl.obolibrary.org/obo/ZFA_0001617	http://purl.obolibrary.org/obo/ZFA_0001617	http://purl.obolibrary.org/obo/PATO_0000375
http://purl.obolibrary.org/obo/ZP_0011634	http://purl.obolibrary.org/obo/ZFA_0001207	http://purl.obolibrary.org/obo/ZFA_0000072	http://purl.obolibrary.org/obo/PATO_0000375
http://purl.obolibrary.org/obo/ZP_0011308	http://purl.obolibrary.org/obo/ZFA_0001211	http://purl.obolibrary.org/obo/ZFA_0000072	http://purl.obolibrary.org/obo/PATO_0000375
http://purl.obolibrary.org/obo/ZP_0011453	http://purl.obolibrary.org/obo/ZFA_0000948	http://purl.obolibrary.org/obo/ZFA_0000823	http://purl.obolibrary.org/obo/PATO_0000375
http://purl.obolibrary.org/obo/ZP_0010951	http://purl.obolibrary.org/obo/ZFA_0000823	http://purl.obolibrary.org/obo/ZFA_0000072	http://purl.obolibrary.org/obo/PATO_0000375
http://purl.obolibrary.org/obo/ZP_0010659	http://purl.obolibrary.org/obo/GO_0036268	http://purl.obolibrary.org/obo/GO_0036269	http://purl.obolibrary.org/obo/PATO_0000375
http://purl.obolibrary.org/obo/ZP_0018138	http://purl.obolibrary.org/obo/ZFA_0000818	http://purl.obolibrary.org/obo/ZFA_0007065	http://purl.obolibrary.org/obo/PATO_0000375
http://purl.obolibrary.org/obo/ZP_0020528	http://purl.obolibrary.org/obo/ZFA_0001189	http://purl.obolibrary.org/obo/ZFA_0001189	http://purl.obolibrary.org/obo/PATO_0000375
http://purl.obolibrary.org/obo/ZP_0024873	http://purl.obolibrary.org/obo/ZFA_0001094	http://purl.obolibrary.org/obo/ZFA_0001094	http://purl.obolibrary.org/obo/PATO_0000375
http://purl.obolibrary.org/obo/ZP_0025627	http://purl.obolibrary.org/obo/GO_0009617	http://purl.obolibrary.org/obo/GO_0009617	http://purl.obolibrary.org/obo/PATO_0001552
http://purl.obolibrary.org/obo/ZP_0025113	http://purl.obolibrary.org/obo/GO_0007605	http://purl.obolibrary.org/obo/GO_0007605	http://purl.obolibrary.org/obo/PATO_0001552
http://purl.obolibrary.org/obo/ZP_0026226	http://purl.obolibrary.org/obo/GO_0001964	http://purl.obolibrary.org/obo/GO_0001964	http://purl.obolibrary.org/obo/PATO_0001552
http://purl.obolibrary.org/obo/ZP_0021891	http://purl.obolibrary.org/obo/GO_0007601	http://purl.obolibrary.org/obo/GO_0009416	http://purl.obolibrary.org/obo/PATO_0001552
http://purl.obolibrary.org/obo/ZP_0011535	http://purl.obolibrary.org/obo/ZFA_0000711	http://purl.obolibrary.org/obo/ZFA_0000086	http://purl.obolibrary.org/obo/PATO_0001453
http://purl.obolibrary.org/obo/ZP_0004399	http://purl.obolibrary.org/obo/ZFA_0000086	http://purl.obolibrary.org/obo/ZFA_0000309	http://purl.obolibrary.org/obo/PATO_0001453
http://purl.obolibrary.org/obo/ZP_0011504	http://purl.obolibrary.org/obo/ZFA_0005000	http://purl.obolibrary.org/obo/ZFA_0005017	http://purl.obolibrary.org/obo/PATO_0001453
