defined_class	entity	entityitspartof	quality
http://purl.obolibrary.org/obo/ZP_0023129	http://purl.obolibrary.org/obo/BSPO_0000079	http://purl.obolibrary.org/obo/ZFA_0000101	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0021021	http://purl.obolibrary.org/obo/BSPO_0000120	http://purl.obolibrary.org/obo/ZFA_0000101	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0027096	http://purl.obolibrary.org/obo/ZFA_0000393	http://purl.obolibrary.org/obo/ZFA_0000101	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0027095	http://purl.obolibrary.org/obo/BSPO_0000084	http://purl.obolibrary.org/obo/ZFA_0000101	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0007323	http://purl.obolibrary.org/obo/GO_0030424	http://purl.obolibrary.org/obo/ZFA_0009301	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0020375	http://purl.obolibrary.org/obo/BSPO_0000070	http://purl.obolibrary.org/obo/ZFA_0000014	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0025736	http://purl.obolibrary.org/obo/ZFA_0005257	http://purl.obolibrary.org/obo/ZFA_0000014	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0026245	http://purl.obolibrary.org/obo/ZFA_0009065	http://purl.obolibrary.org/obo/ZFA_0000014	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0020376	http://purl.obolibrary.org/obo/ZFA_0009181	http://purl.obolibrary.org/obo/ZFA_0000014	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0026247	http://purl.obolibrary.org/obo/ZFA_0009065	http://purl.obolibrary.org/obo/ZFA_0005025	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0005594	http://purl.obolibrary.org/obo/ZFA_0009248	http://purl.obolibrary.org/obo/ZFA_0000200	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0023162	http://purl.obolibrary.org/obo/GO_0005634	http://purl.obolibrary.org/obo/ZFA_0009137	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0025474	http://purl.obolibrary.org/obo/ZFA_0009000	http://purl.obolibrary.org/obo/ZFA_0001320	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0004633	http://purl.obolibrary.org/obo/GO_0005911	http://purl.obolibrary.org/obo/ZFA_0009065	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0004397	http://purl.obolibrary.org/obo/GO_0030175	http://purl.obolibrary.org/obo/ZFA_0009303	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0001917	http://purl.obolibrary.org/obo/ZFA_0009248	http://purl.obolibrary.org/obo/ZFA_0001155	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0009972	http://purl.obolibrary.org/obo/ZFA_0009009	http://purl.obolibrary.org/obo/ZFA_0001155	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0019405	http://purl.obolibrary.org/obo/GO_0005604	http://purl.obolibrary.org/obo/ZFA_0000105	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0018833	http://purl.obolibrary.org/obo/ZFA_0009183	http://purl.obolibrary.org/obo/ZFA_0000105	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0004732	http://purl.obolibrary.org/obo/GO_0008002	http://purl.obolibrary.org/obo/ZFA_0000105	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0005639	http://purl.obolibrary.org/obo/GO_0046930	http://purl.obolibrary.org/obo/ZFA_0000105	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0027243	http://purl.obolibrary.org/obo/ZFA_0009127	http://purl.obolibrary.org/obo/ZFA_0000019	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0027254	http://purl.obolibrary.org/obo/ZFA_0009219	http://purl.obolibrary.org/obo/ZFA_0000019	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0000815	http://purl.obolibrary.org/obo/BSPO_0000083	http://purl.obolibrary.org/obo/ZFA_0001405	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0027009	http://purl.obolibrary.org/obo/ZFA_0009139	http://purl.obolibrary.org/obo/ZFA_0001249	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0021647	http://purl.obolibrary.org/obo/GO_0005791	http://purl.obolibrary.org/obo/ZFA_0001249	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0002431	http://purl.obolibrary.org/obo/GO_0060417	http://purl.obolibrary.org/obo/ZFA_0000106	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0015395	http://purl.obolibrary.org/obo/ZFA_0009199	http://purl.obolibrary.org/obo/ZFA_0000107	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0016792	http://purl.obolibrary.org/obo/ZFA_0009091	http://purl.obolibrary.org/obo/ZFA_0000107	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0004095	http://purl.obolibrary.org/obo/GO_0005929	http://purl.obolibrary.org/obo/ZFA_0009154	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0004096	http://purl.obolibrary.org/obo/GO_0032391	http://purl.obolibrary.org/obo/ZFA_0009154	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0004345	http://purl.obolibrary.org/obo/GO_0001917	http://purl.obolibrary.org/obo/ZFA_0009154	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0004093	http://purl.obolibrary.org/obo/GO_0001750	http://purl.obolibrary.org/obo/ZFA_0009154	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0000245	http://purl.obolibrary.org/obo/GO_0005862	http://purl.obolibrary.org/obo/ZFA_0009117	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0022567	http://purl.obolibrary.org/obo/GO_0005634	http://purl.obolibrary.org/obo/ZFA_0009117	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0022525	http://purl.obolibrary.org/obo/GO_0030017	http://purl.obolibrary.org/obo/ZFA_0009117	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0008859	http://purl.obolibrary.org/obo/GO_0016529	http://purl.obolibrary.org/obo/ZFA_0009117	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0022531	http://purl.obolibrary.org/obo/GO_0098723	http://purl.obolibrary.org/obo/ZFA_0009117	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0019851	http://purl.obolibrary.org/obo/ZFA_0001119	http://purl.obolibrary.org/obo/ZFA_0000108	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0026900	http://purl.obolibrary.org/obo/BSPO_0000071	http://purl.obolibrary.org/obo/ZFA_0000109	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0010160	http://purl.obolibrary.org/obo/ZFA_0009301	http://purl.obolibrary.org/obo/ZFA_0000109	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0014829	http://purl.obolibrary.org/obo/BSPO_0000084	http://purl.obolibrary.org/obo/ZFA_0000109	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0000623	http://purl.obolibrary.org/obo/BSPO_0000071	http://purl.obolibrary.org/obo/ZFA_0000110	http://purl.obolibrary.org/obo/PATO_0000462
