affected_entity_1_super	affected_entity_2_super	defined_class	pato_id
ZFA:0000107	ZFA:0000143	ZP:0008026	PATO:0002000
ZFA:0000035	ZFA:0000144	ZP:0008044	PATO:0000374
ZFA:0000035	ZFA:0009199	ZP:0008045	PATO:0000374
ZFA:0000144	ZFA:0000035	ZP:0008050	PATO:0001852
ZFA:0000013	ZFA:0009053	ZP:0008079	PATO:0002001
ZFA:0000029	ZFA:0000110	ZP:0008080	PATO:0002000
ZFA:0000029	ZFA:0009361	ZP:0008081	PATO:0002001
ZFA:0000109	ZFA:0009301	ZP:0008083	PATO:0002001
ZFA:0000539	ZFA:0009214	ZP:0008085	PATO:0002001
ZFA:0001576	ZFA:0009214	ZP:0008089	PATO:0002001
ZFA:0000610	ZFA:0000610	ZP:0008116	PATO:0001052
ZFA:0001135	ZFA:0000938	ZP:0008156	PATO:0002002
ZFA:0001117	ZFA:0000041	ZP:0008161	PATO:0002001
ZFA:0000360	ZFA:0000092	ZP:0008186	PATO:0001792
ZFA:0000598	ZFA:0009005	ZP:0008204	PATO:0002001
ZFA:0000471	ZFA:0000009	ZP:0008218	PATO:0000133
ZFA:0009116	ZFA:0009116	ZP:0008228	PATO:0001654
ZFA:0000056	ZFA:0001613	ZP:0008230	PATO:0001999
ZFA:0000009	ZFA:0001615	ZP:0008249	PATO:0002001
ZFA:0000173	ZFA:0009235	ZP:0008250	PATO:0002000
ZFA:0001094	ZFA:0000604	ZP:0008251	PATO:0002000
ZFA:0000007	ZFA:0000094	ZP:0008259	PATO:0002270
ZFA:0000007	ZFA:0001117	ZP:0008260	PATO:0002270
ZFA:0000007	ZFA:0005249	ZP:0008261	PATO:0002270
ZFA:0000217	ZFA:0001617	ZP:0008303	PATO:0001999
ZFA:0000110	ZFA:0001626	ZP:0008307	PATO:0002270
ZFA:0000152	ZFA:0000435	ZP:0008312	PATO:0000642
ZFA:0001273	ZFA:0001272	ZP:0008317	PATO:0000642
ZFA:0001058	ZFA:0009256	ZP:0008340	PATO:0001999
ZFA:0009256	ZFA:0000006	ZP:0008341	PATO:0002269
ZFA:0000108	ZFA:0001554	ZP:0008348	PATO:0002001
ZFA:0001554	ZFA:0001554	ZP:0008362	PATO:0000642
GO:0001889	GO:0008283	ZP:0008366	PATO:0001570
GO:0048794	GO:0008283	ZP:0008367	PATO:0001570
ZFA:0000084	ZFA:0009048	ZP:0008379	PATO:0001999
ZFA:0000084	ZFA:0009141	ZP:0008380	PATO:0001999
ZFA:0000094	ZFA:0009048	ZP:0008381	PATO:0001999
ZFA:0000094	ZFA:0009141	ZP:0008382	PATO:0001999
ZFA:0001405	ZFA:0009084	ZP:0008399	PATO:0002001
ZFA:0009158	ZFA:0001094	ZP:0008462	PATO:0001453
ZFA:0001613	ZFA:0005622	ZP:0008487	PATO:0001999
ZFA:0001682	ZFA:0009075	ZP:0008489	PATO:0002270
ZFA:0001326	ZFA:0009034	ZP:0008516	PATO:0002002
ZFA:0009000	ZFA:0001117	ZP:0008537	PATO:0001453
ZFA:0000011	ZFA:0009323	ZP:0008566	PATO:0002270
ZFA:0001285	ZFA:0009000	ZP:0008568	PATO:0002001
ZFA:0001588	ZFA:0001588	ZP:0008615	PATO:0000642
ZFA:0000186	ZFA:0009044	ZP:0008667	PATO:0002270
ZFA:0001286	ZFA:0009044	ZP:0008669	PATO:0002270
ZFA:0009256	ZFA:0000011	ZP:0008697	PATO:0002270
ZFA:0009256	ZFA:0000014	ZP:0008698	PATO:0002270
ZFA:0001089	ZFA:0001089	ZP:0008730	PATO:0000374
ZFA:0000056	ZFA:0009094	ZP:0008761	PATO:0002001
ZFA:0001338	ZFA:0009094	ZP:0008773	PATO:0002001
ZFA:0001285	ZFA:0001285	ZP:0008789	PATO:0000642
ZFA:0000462	ZFA:0009115	ZP:0008828	PATO:0002001
ZFA:0000465	ZFA:0009115	ZP:0008829	PATO:0002001
ZFA:0000498	ZFA:0009115	ZP:0008830	PATO:0002001
ZFA:0000537	ZFA:0009115	ZP:0008831	PATO:0002001
ZFA:0000715	ZFA:0009115	ZP:0008832	PATO:0002001
ZFA:0001078	ZFA:0009350	ZP:0008872	PATO:0001999
ZFA:0000206	ZFA:0009052	ZP:0008897	PATO:0002001
ZFA:0001189	ZFA:0001189	ZP:0008902	PATO:0000374
ZFA:0001189	ZFA:0001336	ZP:0008903	PATO:0002001
ZFA:0001189	ZFA:0001364	ZP:0008904	PATO:0002001
ZFA:0001194	ZFA:0009003	ZP:0008906	PATO:0002001
ZFA:0000559	ZFA:0001617	ZP:0008924	PATO:0002083
ZFA:0005242	ZFA:0000150	ZP:0008944	PATO:0002269
ZFA:0001078	ZFA:0009350	ZP:0008996	PATO:0002001
GO:0009566	GO:0009566	ZP:0009025	PATO:0001570
ZFA:0000051	ZFA:0001617	ZP:0009090	PATO:0002001
ZFA:0009264	ZFA:0000035	ZP:0009098	PATO:0001852
ZFA:0001114	ZFA:0000138	ZP:0009137	PATO:0001999
ZFA:0000204	ZFA:0009115	ZP:0009168	PATO:0001999
ZFA:0000471	ZFA:0001614	ZP:0009279	PATO:0002001
ZFA:0001319	ZFA:0001320	ZP:0009283	PATO:0001667
ZFA:0000338	ZFA:0000059	ZP:0009295	PATO:0001999
ZFA:0000597	ZFA:0001108	ZP:0009296	PATO:0001999
ZFA:0001094	ZFA:0000206	ZP:0009297	PATO:0001999
ZFA:0001094	ZFA:0000387	ZP:0009298	PATO:0001999
ZFA:0001094	ZFA:0000453	ZP:0009299	PATO:0001999
ZFA:0001094	ZFA:0000664	ZP:0009300	PATO:0001999
ZFA:0001094	ZFA:0000697	ZP:0009301	PATO:0001999
ZFA:0001094	ZFA:0001365	ZP:0009302	PATO:0001999
ZFA:0001682	ZFA:0001657	ZP:0009307	PATO:0001999
ZFA:0000084	ZFA:0000006	ZP:0009316	PATO:0001646
ZFA:0001320	ZFA:0001319	ZP:0009336	PATO:0002233
ZFA:0001400	ZFA:0000092	ZP:0009348	PATO:0000133
ZFA:0001094	ZFA:0005025	ZP:0009367	PATO:0002000
ZFA:0000598	ZFA:0009288	ZP:0009389	PATO:0002270
ZFA:0000462	ZFA:0009115	ZP:0009494	PATO:0001999
ZFA:0000715	ZFA:0009115	ZP:0009500	PATO:0001999
ZFA:0001338	ZFA:0009094	ZP:0009538	PATO:0002000
ZFA:0000007	ZFA:0000154	ZP:0009539	PATO:0002269
ZFA:0005731	ZFA:0001032	ZP:0009568	PATO:0002261
ZFA:0000114	ZFA:0001317	ZP:0009571	PATO:0002000
ZFA:0001260	ZFA:0009101	ZP:0009574	PATO:0001999
ZFA:0001260	ZFA:0009103	ZP:0009575	PATO:0001999
ZFA:0001260	ZFA:0009105	ZP:0009576	PATO:0001999
ZFA:0001370	ZFA:0009101	ZP:0009577	PATO:0001999
ZFA:0001370	ZFA:0009105	ZP:0009578	PATO:0001999
ZFA:0000155	ZFA:0009291	ZP:0009618	PATO:0002002
ZFA:0000008	ZFA:0000042	ZP:0009626	PATO:0002000
ZFA:0000008	ZFA:0000445	ZP:0009627	PATO:0002000
ZFA:0005249	ZFA:0001285	ZP:0009672	PATO:0001999
ZFA:0000270	ZFA:0000270	ZP:0009676	PATO:0000642
ZFA:0000250	ZFA:0001280	ZP:0009695	PATO:0000642
ZFA:0000250	ZFA:0000476	ZP:0009727	PATO:0000642
ZFA:0001078	ZFA:0009250	ZP:0009735	PATO:0002000
ZFA:0001078	ZFA:0009250	ZP:0009736	PATO:0002001
ZFA:0000360	ZFA:0000360	ZP:0009793	PATO:0000642
ZFA:0001400	ZFA:0001400	ZP:0009818	PATO:0001590
ZFA:0001517	ZFA:0001517	ZP:0009820	PATO:0000133
ZFA:0001520	ZFA:0001520	ZP:0009822	PATO:0000133
ZFA:0000019	ZFA:0009127	ZP:0009827	PATO:0002001
ZFA:0000075	ZFA:0009076	ZP:0009848	PATO:0002001
ZFA:0000075	ZFA:0009076	ZP:0009849	PATO:0002002
ZFA:0001094	ZFA:0009256	ZP:0009869	PATO:0002000
ZFA:0000107	ZFA:0000101	ZP:0009888	PATO:0001645
ZFA:0000155	ZFA:0000155	ZP:0009895	PATO:0000133
ZFA:0000944	ZFA:0000243	ZP:0009929	PATO:0001999
ZFA:0001115	ZFA:0000243	ZP:0009933	PATO:0001999
ZFA:0001511	ZFA:0001400	ZP:0009943	PATO:0000642
ZFA:0001511	ZFA:0001422	ZP:0009944	PATO:0000642
ZFA:0000168	ZFA:0000678	ZP:0009994	PATO:0002001
ZFA:0000386	ZFA:0000386	ZP:0010032	PATO:0000642
ZFA:0001094	ZFA:0000079	ZP:0010084	PATO:0002000
ZFA:0001094	ZFA:0000107	ZP:0010085	PATO:0002000
ZFA:0000095	ZFA:0001460	ZP:0010091	PATO:0002001
ZFA:0001094	ZFA:0001285	ZP:0010111	PATO:0001999
ZFA:0001094	ZFA:0005034	ZP:0010112	PATO:0001999
ZFA:0005024	ZFA:0005034	ZP:0010113	PATO:0002000
ZFA:0000107	ZFA:0000008	ZP:0010125	PATO:0000642
ZFA:0007064	ZFA:0007065	ZP:0010203	PATO:0000642
ZFA:0001405	ZFA:0001405	ZP:0010224	PATO:0000651
ZFA:0000152	ZFA:0009280	ZP:0010237	PATO:0002000
ZFA:0000640	ZFA:0001687	ZP:0010261	PATO:0001999
ZFA:0000107	ZFA:0000107	ZP:0010276	PATO:0002259
ZFA:0001094	ZFA:0000200	ZP:0010289	PATO:0002000
ZFA:0001094	ZFA:0001460	ZP:0010291	PATO:0002000
ZFA:0001285	ZFA:0009036	ZP:0010304	PATO:0002001
ZFA:0000001	ZFA:0000084	ZP:0010312	PATO:0001852
ZFA:0001670	ZFA:0009000	ZP:0010354	PATO:0002001
GO:0021884	GO:0048665	ZP:0010359	PATO:0001564
ZFA:0001557	ZFA:0001557	ZP:0010368	PATO:0000374
ZFA:0000816	ZFA:0001074	ZP:0010376	PATO:0002001
ZFA:0001119	ZFA:0000105	ZP:0010398	PATO:0001505
ZFA:0000450	ZFA:0009248	ZP:0010428	PATO:0002001
ZFA:0000553	ZFA:0009248	ZP:0010430	PATO:0002001
ZFA:0001367	ZFA:0001692	ZP:0010435	PATO:0000375
ZFA:0000051	ZFA:0009366	ZP:0010439	PATO:0002001
ZFA:0001580	ZFA:0001321	ZP:0010443	PATO:0002000
ZFA:0000137	ZFA:0000137	ZP:0010473	PATO:0000642
ZFA:0001094	ZFA:0009256	ZP:0010479	PATO:0002001
ZFA:0001058	ZFA:0009044	ZP:0010487	PATO:0002270
ZFA:0001205	ZFA:0001205	ZP:0010494	PATO:0001590
ZFA:0001400	ZFA:0001520	ZP:0010495	PATO:0000642
ZFA:0000155	ZFA:0001086	ZP:0010514	PATO:0002000
ZFA:0000243	ZFA:0009367	ZP:0010579	PATO:0002001
ZFA:0005566	ZFA:0009000	ZP:0010604	PATO:0002270
ZFA:0007057	ZFA:0005046	ZP:0010606	PATO:0002002
ZFA:0000152	ZFA:0009275	ZP:0010622	PATO:0002002
ZFA:0001094	ZFA:0009091	ZP:0010627	PATO:0001999
ZFA:0001094	ZFA:0009249	ZP:0010628	PATO:0001999
ZFA:0000669	ZFA:0009354	ZP:0010651	PATO:0001999
ZFA:0009014	ZFA:0005028	ZP:0010655	PATO:0002270
GO:0036268	GO:0036269	ZP:0010659	PATO:0000375
ZFA:0001390	ZFA:0005598	ZP:0010660	PATO:0002002
ZFA:0000152	ZFA:0009127	ZP:0010684	PATO:0001999
ZFA:0000152	ZFA:0009255	ZP:0010685	PATO:0001999
ZFA:0000151	ZFA:0001557	ZP:0010708	PATO:0002000
ZFA:0000126	ZFA:0000126	ZP:0010729	PATO:0000642
ZFA:0000123	ZFA:0009111	ZP:0010744	PATO:0002001
ZFA:0001094	ZFA:0009141	ZP:0010759	PATO:0002000
ZFA:0000407	ZFA:0001161	ZP:0010763	PATO:0001652
ZFA:0000007	ZFA:0001286	ZP:0010788	PATO:0002269
ZFA:0001267	ZFA:0005020	ZP:0010793	PATO:0001999
ZFA:0000094	ZFA:0009309	ZP:0010822	PATO:0002000
ZFA:0001400	ZFA:0001400	ZP:0010843	PATO:0002328
ZFA:0009015	ZFA:0000033	ZP:0010848	PATO:0002270
ZFA:0005145	ZFA:0000092	ZP:0010857	PATO:0002168
ZFA:0000051	ZFA:0009366	ZP:0010878	PATO:0002002
ZFA:0000030	ZFA:0001098	ZP:0010905	PATO:0002002
ZFA:0000030	ZFA:0005565	ZP:0010906	PATO:0002002
ZFA:0000030	ZFA:0009366	ZP:0010907	PATO:0002002
ZFA:0000051	ZFA:0005244	ZP:0010908	PATO:0001999
ZFA:0000051	ZFA:0005565	ZP:0010909	PATO:0002002
ZFA:0000386	ZFA:0009366	ZP:0010910	PATO:0002002
ZFA:0000566	ZFA:0009366	ZP:0010911	PATO:0002002
GO:0030325	GO:0016477	ZP:0010938	PATO:0001558
ZFA:0000072	ZFA:0000728	ZP:0010948	PATO:0000642
ZFA:0000823	ZFA:0000072	ZP:0010951	PATO:0000375
ZFA:0001094	ZFA:0000257	ZP:0010952	PATO:0002000
ZFA:0001094	ZFA:0001131	ZP:0010953	PATO:0002000
ZFA:0001094	ZFA:0001134	ZP:0010954	PATO:0002000
ZFA:0001094	ZFA:0001161	ZP:0010955	PATO:0002000
ZFA:0001157	ZFA:0005227	ZP:0010983	PATO:0001999
ZFA:0000051	ZFA:0001095	ZP:0010988	PATO:0002001
ZFA:0009044	ZFA:0001115	ZP:0011047	PATO:0002270
ZFA:0009138	ZFA:0000038	ZP:0011048	PATO:0002269
ZFA:0000110	ZFA:0000110	ZP:0011061	PATO:0001505
ZFA:0000155	ZFA:0000671	ZP:0011077	PATO:0002000
ZFA:0001058	ZFA:0009244	ZP:0011081	PATO:0002000
ZFA:0001198	ZFA:0000035	ZP:0011085	PATO:0002470
ZFA:0000713	ZFA:0000713	ZP:0011095	PATO:0000642
ZFA:0001094	ZFA:0000042	ZP:0011104	PATO:0002000
ZFA:0001094	ZFA:0000100	ZP:0011105	PATO:0002000
ZFA:0000094	ZFA:0009325	ZP:0011110	PATO:0002002
ZFA:0001399	ZFA:0001205	ZP:0011120	PATO:0000642
ZFA:0001422	ZFA:0001400	ZP:0011121	PATO:0000642
ZFA:0007067	ZFA:0007067	ZP:0011183	PATO:0001999
ZFA:0000530	ZFA:0000676	ZP:0011187	PATO:0002259
ZFA:0000051	ZFA:0009366	ZP:0011244	PATO:0002000
ZFA:0001094	ZFA:0000051	ZP:0011247	PATO:0002000
ZFA:0000007	ZFA:0001114	ZP:0011258	PATO:0002269
ZFA:0000007	ZFA:0001117	ZP:0011259	PATO:0002269
ZFA:0000032	ZFA:0009213	ZP:0011270	PATO:0002001
ZFA:0009000	ZFA:0001135	ZP:0011277	PATO:0001453
ZFA:0009306	ZFA:0000110	ZP:0011288	PATO:0002168
ZFA:0001094	ZFA:0000050	ZP:0011300	PATO:0002000
ZFA:0000075	ZFA:0000778	ZP:0011303	PATO:0002001
ZFA:0000075	ZFA:0005240	ZP:0011304	PATO:0002001
ZFA:0001094	ZFA:0000076	ZP:0011305	PATO:0002000
ZFA:0001211	ZFA:0000072	ZP:0011308	PATO:0000375
ZFA:0000539	ZFA:0009248	ZP:0011315	PATO:0001999
ZFA:0001306	ZFA:0009248	ZP:0011316	PATO:0002001
ZFA:0005028	ZFA:0009014	ZP:0011344	PATO:0002001
ZFA:0000079	ZFA:0009301	ZP:0011364	PATO:0001999
ZFA:0001094	ZFA:0009091	ZP:0011368	PATO:0002001
ZFA:0001094	ZFA:0009198	ZP:0011369	PATO:0002000
ZFA:0001094	ZFA:0009198	ZP:0011370	PATO:0002001
ZFA:0001114	ZFA:0009198	ZP:0011371	PATO:0002001
ZFA:0001115	ZFA:0009198	ZP:0011373	PATO:0002000
ZFA:0001162	ZFA:0001463	ZP:0011380	PATO:0002001
ZFA:0005035	ZFA:0005604	ZP:0011399	PATO:0002002
ZFA:0001338	ZFA:0005125	ZP:0011421	PATO:0002000
ZFA:0001338	ZFA:0009038	ZP:0011422	PATO:0002000
ZFA:0000075	ZFA:0009292	ZP:0011429	PATO:0002001
ZFA:0000948	ZFA:0000823	ZP:0011453	PATO:0000375
ZFA:0001058	ZFA:0000200	ZP:0011467	PATO:0001999
ZFA:0001612	ZFA:0009084	ZP:0011468	PATO:0002001
ZFA:0001135	ZFA:0009292	ZP:0011478	PATO:0002002
ZFA:0001259	ZFA:0009075	ZP:0011480	PATO:0002002
ZFA:0005000	ZFA:0005017	ZP:0011504	PATO:0001453
ZFA:0000059	ZFA:0009075	ZP:0011511	PATO:0002001
ZFA:0001108	ZFA:0009075	ZP:0011512	PATO:0002001
ZFA:0001114	ZFA:0001460	ZP:0011516	PATO:0001999
ZFA:0001612	ZFA:0001611	ZP:0011519	PATO:0000642
ZFA:0001580	ZFA:0001321	ZP:0011526	PATO:0002001
ZFA:0000711	ZFA:0000086	ZP:0011535	PATO:0001453
ZFA:0000014	ZFA:0000180	ZP:0011558	PATO:0000375
ZFA:0000075	ZFA:0009076	ZP:0011569	PATO:0001999
ZFA:0000075	ZFA:0009244	ZP:0011570	PATO:0002000
ZFA:0001057	ZFA:0009065	ZP:0011586	PATO:0001999
ZFA:0000112	ZFA:0005775	ZP:0011615	PATO:0002001
ZFA:0000445	ZFA:0000445	ZP:0011616	PATO:0000374
ZFA:0000094	ZFA:0009327	ZP:0011617	PATO:0002001
ZFA:0001207	ZFA:0000072	ZP:0011634	PATO:0000375
ZFA:0001338	ZFA:0009097	ZP:0011664	PATO:0002001
ZFA:0001094	ZFA:0001422	ZP:0011686	PATO:0001999
ZFA:0000107	ZFA:0009199	ZP:0011692	PATO:0002001
ZFA:0001058	ZFA:0009199	ZP:0011693	PATO:0002001
ZFA:0001115	ZFA:0001463	ZP:0011694	PATO:0001999
ZFA:0001115	ZFA:0001463	ZP:0011695	PATO:0002001
ZFA:0001162	ZFA:0009199	ZP:0011697	PATO:0002001
ZFA:0000152	ZFA:0009310	ZP:0011707	PATO:0002001
ZFA:0001114	ZFA:0000243	ZP:0011711	PATO:0002083
ZFA:0001114	ZFA:0001291	ZP:0011726	PATO:0002000
ZFA:0001114	ZFA:0001295	ZP:0011727	PATO:0002000
ZFA:0001114	ZFA:0001301	ZP:0011728	PATO:0002000
ZFA:0001114	ZFA:0001302	ZP:0011729	PATO:0002000
ZFA:0001114	ZFA:0001303	ZP:0011730	PATO:0002000
ZFA:0001114	ZFA:0001304	ZP:0011731	PATO:0002000
ZFA:0001114	ZFA:0001305	ZP:0011732	PATO:0002000
ZFA:0000094	ZFA:0009141	ZP:0011750	PATO:0002001
ZFA:0001094	ZFA:0001477	ZP:0011758	PATO:0001999
ZFA:0000150	ZFA:0000150	ZP:0011768	PATO:0001961
ZFA:0005134	ZFA:0001153	ZP:0011781	PATO:0001999
ZFA:0009003	ZFA:0009003	ZP:0011788	PATO:0002280
ZFA:0009004	ZFA:0009004	ZP:0011791	PATO:0002280
ZFA:0000944	ZFA:0009135	ZP:0011800	PATO:0002000
ZFA:0001162	ZFA:0009091	ZP:0011809	PATO:0002001
ZFA:0001176	ZFA:0000084	ZP:0011826	PATO:0001505
ZFA:0000009	ZFA:0009000	ZP:0011827	PATO:0002002
ZFA:0000471	ZFA:0009000	ZP:0011828	PATO:0002002
ZFA:0000008	ZFA:0001261	ZP:0011829	PATO:0001999
ZFA:0000075	ZFA:0009244	ZP:0011832	PATO:0002001
ZFA:0000477	ZFA:0005603	ZP:0011837	PATO:0001999
ZFA:0000035	ZFA:0000152	ZP:0011869	PATO:0001453
ZFA:0000152	ZFA:0009000	ZP:0011875	PATO:0002001
ZFA:0009116	ZFA:0000610	ZP:0011883	PATO:0001453
ZFA:0005145	ZFA:0009114	ZP:0011904	PATO:0000374
ZFA:0001317	ZFA:0009316	ZP:0011910	PATO:0001999
ZFA:0001400	ZFA:0001400	ZP:0011922	PATO:0001654
ZFA:0001460	ZFA:0001460	ZP:0011923	PATO:0001654
ZFA:0000007	ZFA:0000009	ZP:0011945	PATO:0002269
ZFA:0001094	ZFA:0000671	ZP:0011971	PATO:0002000
ZFA:0009115	ZFA:0009115	ZP:0011979	PATO:0001654
ZFA:0000519	ZFA:0000519	ZP:0011996	PATO:0000642
ZFA:0001066	ZFA:0001066	ZP:0011999	PATO:0000642
ZFA:0001094	ZFA:0001069	ZP:0012024	PATO:0002000
ZFA:0000206	ZFA:0001032	ZP:0012029	PATO:0002269
ZFA:0000114	ZFA:0005059	ZP:0012039	PATO:0002000
ZFA:0000173	ZFA:0009316	ZP:0012050	PATO:0002002
ZFA:0000029	ZFA:0009076	ZP:0012054	PATO:0002001
ZFA:0000029	ZFA:0009169	ZP:0012055	PATO:0002001
ZFA:0000075	ZFA:0005247	ZP:0012056	PATO:0002000
ZFA:0001282	ZFA:0009202	ZP:0012060	PATO:0002002
ZFA:0001282	ZFA:0009204	ZP:0012061	PATO:0002001
ZFA:0001282	ZFA:0009216	ZP:0012062	PATO:0002001
ZFA:0000094	ZFA:0009014	ZP:0012118	PATO:0002002
ZFA:0001162	ZFA:0009198	ZP:0012124	PATO:0002001
ZFA:0000029	ZFA:0009292	ZP:0012140	PATO:0002000
ZFA:0000032	ZFA:0009301	ZP:0012151	PATO:0001999
ZFA:0000101	ZFA:0009301	ZP:0012152	PATO:0001999
ZFA:0001576	ZFA:0005777	ZP:0012154	PATO:0001999
ZFA:0009000	ZFA:0001259	ZP:0012158	PATO:0002269
ZFA:0000029	ZFA:0009076	ZP:0012161	PATO:0002000
ZFA:0000109	ZFA:0009076	ZP:0012163	PATO:0002000
ZFA:0000109	ZFA:0009076	ZP:0012164	PATO:0002001
ZFA:0000109	ZFA:0009276	ZP:0012165	PATO:0002000
ZFA:0000109	ZFA:0009276	ZP:0012166	PATO:0002001
ZFA:0001094	ZFA:0000141	ZP:0012189	PATO:0001999
ZFA:0005784	ZFA:0005784	ZP:0012203	PATO:0001654
ZFA:0009115	ZFA:0001462	ZP:0012208	PATO:0001453
ZFA:0000107	ZFA:0000107	ZP:0012213	PATO:0002233
ZFA:0000047	ZFA:0009358	ZP:0012222	PATO:0002001
ZFA:0005110	ZFA:0009065	ZP:0012223	PATO:0002001
ZFA:0001189	ZFA:0001189	ZP:0012231	PATO:0002326
ZFA:0000014	ZFA:0009065	ZP:0012237	PATO:0001999
ZFA:0000033	ZFA:0009014	ZP:0012238	PATO:0001999
ZFA:0001078	ZFA:0009046	ZP:0012240	PATO:0001999
ZFA:0001058	ZFA:0001463	ZP:0012253	PATO:0002001
ZFA:0009091	ZFA:0009198	ZP:0012255	PATO:0002512
ZFA:0000944	ZFA:0000243	ZP:0012273	PATO:0002001
ZFA:0001058	ZFA:0000243	ZP:0012274	PATO:0002000
ZFA:0000051	ZFA:0001617	ZP:0012293	PATO:0001999
ZFA:0005221	ZFA:0009199	ZP:0012299	PATO:0001999
ZFA:0000094	ZFA:0009327	ZP:0012315	PATO:0002002
ZFA:0000045	ZFA:0000092	ZP:0012318	PATO:0002269
ZFA:0009044	ZFA:0000173	ZP:0012320	PATO:0002269
ZFA:0001463	ZFA:0009091	ZP:0012367	PATO:0001999
ZFA:0000024	ZFA:0009310	ZP:0012373	PATO:0002001
ZFA:0001079	ZFA:0005787	ZP:0012379	PATO:0002000
ZFA:0001079	ZFA:0005790	ZP:0012380	PATO:0002000
ZFA:0005003	ZFA:0009036	ZP:0012402	PATO:0002001
ZFA:0000075	ZFA:0009052	ZP:0012413	PATO:0001999
ZFA:0000152	ZFA:0009222	ZP:0012414	PATO:0002001
ZFA:0000168	ZFA:0000558	ZP:0012422	PATO:0000375
ZFA:0000217	ZFA:0000166	ZP:0012423	PATO:0002000
ZFA:0000217	ZFA:0000220	ZP:0012424	PATO:0002000
ZFA:0000471	ZFA:0001615	ZP:0012436	PATO:0002000
ZFA:0005028	ZFA:0009014	ZP:0012446	PATO:0002000
ZFA:0000075	ZFA:0009076	ZP:0012452	PATO:0002000
ZFA:0001155	ZFA:0005775	ZP:0012457	PATO:0002000
ZFA:0001155	ZFA:0005775	ZP:0012458	PATO:0002001
ZFA:0005124	ZFA:0009094	ZP:0012459	PATO:0001999
ZFA:0005124	ZFA:0009097	ZP:0012460	PATO:0001999
ZFA:0000069	ZFA:0005730	ZP:0012464	PATO:0002001
ZFA:0000949	ZFA:0005730	ZP:0012465	PATO:0002001
ZFA:0001032	ZFA:0005730	ZP:0012466	PATO:0002002
ZFA:0000604	ZFA:0000173	ZP:0012467	PATO:0001505
ZFA:0005731	ZFA:0000543	ZP:0012482	PATO:0001453
ZFA:0001390	ZFA:0009102	ZP:0012491	PATO:0002000
ZFA:0001078	ZFA:0009046	ZP:0012495	PATO:0002001
ZFA:0001078	ZFA:0009082	ZP:0012496	PATO:0002002
ZFA:0005779	ZFA:0009034	ZP:0012497	PATO:0002001
ZFA:0000109	ZFA:0001108	ZP:0012513	PATO:0002000
ZFA:0001359	ZFA:0009127	ZP:0012522	PATO:0002002
ZFA:0001360	ZFA:0009000	ZP:0012524	PATO:0002001
ZFA:0001094	ZFA:0000135	ZP:0012530	PATO:0002000
ZFA:0005309	ZFA:0000186	ZP:0012535	PATO:0001667
ZFA:0001611	ZFA:0001606	ZP:0012544	PATO:0000642
ZFA:0000200	ZFA:0009248	ZP:0012554	PATO:0002001
ZFA:0000152	ZFA:0009221	ZP:0012562	PATO:0002001
ZFA:0007052	ZFA:0007052	ZP:0012573	PATO:0002174
ZFA:0001162	ZFA:0009091	ZP:0012580	PATO:0002000
ZFA:0005023	ZFA:0009256	ZP:0012621	PATO:0002001
ZFA:0005023	ZFA:0009323	ZP:0012622	PATO:0002001
ZFA:0001463	ZFA:0009091	ZP:0012649	PATO:0002001
ZFA:0001617	ZFA:0000559	ZP:0012681	PATO:0001453
ZFA:0000051	ZFA:0005244	ZP:0012692	PATO:0002001
ZFA:0000051	ZFA:0005565	ZP:0012711	PATO:0002000
ZFA:0000140	ZFA:0005739	ZP:0012713	PATO:0001999
ZFA:0000123	ZFA:0000112	ZP:0012730	PATO:0001793
ZFA:0000140	ZFA:0000112	ZP:0012731	PATO:0001792
ZFA:0000386	ZFA:0000386	ZP:0012732	PATO:0002259
ZFA:0000558	ZFA:0009366	ZP:0012733	PATO:0002002
ZFA:0001094	ZFA:0009000	ZP:0012735	PATO:0002001
ZFA:0001094	ZFA:0009000	ZP:0012736	PATO:0002002
ZFA:0001094	ZFA:0009000	ZP:0012737	PATO:0002083
ZFA:0000558	ZFA:0009366	ZP:0012739	PATO:0002001
ZFA:0000117	ZFA:0009139	ZP:0012766	PATO:0002002
ZFA:0009099	ZFA:0001345	ZP:0012787	PATO:0002261
ZFA:0009099	ZFA:0001346	ZP:0012788	PATO:0002261
ZFA:0005002	ZFA:0001052	ZP:0012813	PATO:0001453
ZFA:0001056	ZFA:0009116	ZP:0012879	PATO:0001905
ZFA:0000368	ZFA:0005327	ZP:0012886	PATO:0001905
ZFA:0001117	ZFA:0001069	ZP:0013002	PATO:0001905
ZFA:0000152	ZFA:0009154	ZP:0013005	PATO:0001905
ZFA:0000075	ZFA:0009150	ZP:0013035	PATO:0001905
ZFA:0000075	ZFA:0009245	ZP:0013036	PATO:0001905
ZFA:0000152	ZFA:0009280	ZP:0013043	PATO:0001905
ZFA:0000001	ZFA:0009000	ZP:0013111	PATO:0001905
ZFA:0001400	ZFA:0001205	ZP:0013125	PATO:0000040
ZFA:0001576	ZFA:0005777	ZP:0013147	PATO:0001905
ZFA:0000108	ZFA:0001463	ZP:0013155	PATO:0001905
ZFA:0000017	ZFA:0009096	ZP:0013221	PATO:0001905
ZFA:0001370	ZFA:0009228	ZP:0013222	PATO:0001905
ZFA:0001094	ZFA:0009150	ZP:0013225	PATO:0001905
ZFA:0001267	ZFA:0009036	ZP:0013248	PATO:0001905
