term,label
http://purl.obolibrary.org/obo/ZP_0008606,abnormal(ly) decreased amount spinal cord compact myelin
http://purl.obolibrary.org/obo/ZP_0005184,abnormal(ly) mislocalised posteriorly prechordal plate
http://purl.obolibrary.org/obo/ZP_0003757,abnormal(ly) increased width rhombomere 3
http://purl.obolibrary.org/obo/ZP_0011489,abnormal(ly) orientation ectoderm cell towards ectoderm
http://purl.obolibrary.org/obo/ZP_0017494,abnormal(ly) has fewer parts of type whole organism towards hematopoietic stem cell
http://purl.obolibrary.org/obo/ZP_0005235,abnormal(ly) present in fewer numbers in organism pharyngeal pouch
http://purl.obolibrary.org/obo/ZP_0005235,abnormal(ly) decreased amount pharyngeal pouch
http://purl.obolibrary.org/obo/ZP_0003808,abnormal(ly) disorganized neural rod
http://purl.obolibrary.org/obo/ZP_0017545,abnormal(ly) decreased process quality ventricular zone Notch signaling pathway
http://purl.obolibrary.org/obo/ZP_0000386,abnormal(ly) increased thickness mid diencephalic organizer
http://purl.obolibrary.org/obo/ZP_0013018,abnormal(ly) amount inter-parietal joint osteoblast
http://purl.obolibrary.org/obo/ZP_0013784,abnormal(ly) morphology hair cell anterior macula cell junction
http://purl.obolibrary.org/obo/ZP_0007530,abnormal(ly) present in fewer numbers in organism trunk fast muscle cell
http://purl.obolibrary.org/obo/ZP_0007530,abnormal(ly) decreased amount trunk fast muscle cell
http://purl.obolibrary.org/obo/ZP_0000437,abnormal(ly) collapsed ventricular system
http://purl.obolibrary.org/obo/ZP_0015262,abnormal(ly) process quality distal tubule development
http://purl.obolibrary.org/obo/ZP_0013835,abnormal(ly) length mesodermal cell lamellipodium
http://purl.obolibrary.org/obo/ZP_0002681,abnormal(ly) shortened splanchnocranium
http://purl.obolibrary.org/obo/ZP_0015313,abnormal(ly) process quality response to fungus
http://purl.obolibrary.org/obo/ZP_0002732,abnormal(ly) increased size primordial hindbrain channel
http://purl.obolibrary.org/obo/ZP_0010464,abnormal(ly) disrupted prechordal plate formation
http://purl.obolibrary.org/obo/ZP_0004210,abnormal(ly) ossified hyosymplectic cartilage
http://purl.obolibrary.org/obo/ZP_0010515,abnormal(ly) increased size third ventricle
http://purl.obolibrary.org/obo/ZP_0016520,abnormal(ly) increased process quality retinal pigmented epithelium cell death
http://purl.obolibrary.org/obo/ZP_0007178,abnormal(ly) decreased process quality cellular respiration
http://purl.obolibrary.org/obo/ZP_0007229,abnormal(ly) increased size Meckel's cartilage
http://purl.obolibrary.org/obo/ZP_0007995,abnormal(ly) disorganized skeletal muscle cell T-tubule
http://purl.obolibrary.org/obo/ZP_0012810,abnormal(ly) process quality pronephric proximal convoluted tubule cell differentiation involved in pronephros development
http://purl.obolibrary.org/obo/ZP_0009473,abnormal(ly) decreased thickness lens capsule basement membrane
http://purl.obolibrary.org/obo/ZP_0015778,abnormal(ly) amorphous somite 11 somite border
http://purl.obolibrary.org/obo/ZP_0009524,abnormal(ly) absent lateral crista cilium
http://purl.obolibrary.org/obo/ZP_0015829,abnormal(ly) dorsalized ventral lateral mesoderm
http://purl.obolibrary.org/obo/ZP_0016168,abnormal(ly) decreased size post-vent region ventral region
http://purl.obolibrary.org/obo/ZP_0004675,abnormal(ly) hypoplastic dorsal aorta
http://purl.obolibrary.org/obo/ZP_0016219,abnormal(ly) grey liver
http://purl.obolibrary.org/obo/ZP_0006153,abnormal(ly) disorganized keratinocyte
http://purl.obolibrary.org/obo/ZP_0016985,abnormal(ly) defasciculated cranial ganglion axon
http://purl.obolibrary.org/obo/ZP_0004726,abnormal(ly) structure skeletal muscle cell myofibril
http://purl.obolibrary.org/obo/ZP_0012458,abnormal(ly) has fewer parts of type enteric nervous system towards enteric neuron
http://purl.obolibrary.org/obo/ZP_0006204,abnormal(ly) decreased size trunk musculature myofibril
http://purl.obolibrary.org/obo/ZP_0006970,abnormal(ly) decreased rate aerobic respiration
http://purl.obolibrary.org/obo/ZP_0012509,abnormal(ly) has fewer parts of type hindbrain towards t-interneuron
http://purl.obolibrary.org/obo/ZP_0001355,abnormal(ly) physical object quality EVL
http://purl.obolibrary.org/obo/ZP_0014753,abnormal(ly) increased process quality retina cell proliferation
http://purl.obolibrary.org/obo/ZP_0001406,abnormal(ly) decreased size somite
http://purl.obolibrary.org/obo/ZP_0009989,abnormal(ly) truncated CaP motoneuron axon
http://purl.obolibrary.org/obo/ZP_0014804,abnormal(ly) decreased size palatoquadrate arch
http://purl.obolibrary.org/obo/ZP_0003650,abnormal(ly) present in fewer numbers in organism blood vessel endothelial cell
http://purl.obolibrary.org/obo/ZP_0003650,abnormal(ly) decreased amount blood vessel endothelial cell
http://purl.obolibrary.org/obo/ZP_0011382,abnormal(ly) low saturation melanophore stripe
http://purl.obolibrary.org/obo/ZP_0003701,abnormal(ly) physical object quality oocyte stage I
http://purl.obolibrary.org/obo/ZP_0011433,abnormal(ly) increased size cell extracellular matrix
http://purl.obolibrary.org/obo/ZP_0008096,abnormal(ly) structure Kupffer's vesicle cell
http://purl.obolibrary.org/obo/ZP_0006669,abnormal(ly) decreased length neuron axon
http://purl.obolibrary.org/obo/ZP_0008147,abnormal(ly) inverted pharyngeal arch 2
http://purl.obolibrary.org/obo/ZP_0000330,abnormal(ly) present in fewer numbers in organism neural crest cell
http://purl.obolibrary.org/obo/ZP_0000330,abnormal(ly) decreased amount neural crest cell
http://purl.obolibrary.org/obo/ZP_0003298,abnormal(ly) rough pectoral fin
http://purl.obolibrary.org/obo/ZP_0008964,abnormal(ly) present in fewer numbers in organism lateral line glial cell
http://purl.obolibrary.org/obo/ZP_0008964,abnormal(ly) decreased amount lateral line glial cell
http://purl.obolibrary.org/obo/ZP_0003349,abnormal(ly) broken blood vasculature
http://purl.obolibrary.org/obo/ZP_0017086,abnormal(ly) has number of hypothalamus posterior side towards dopaminergic neuron
http://purl.obolibrary.org/obo/ZP_0005593,abnormal(ly) process quality cardiac conduction
http://purl.obolibrary.org/obo/ZP_0011898,abnormal(ly) morphology whole organism mitochondrion
http://purl.obolibrary.org/obo/ZP_0017137,abnormal(ly) aplastic regenerating fin
http://purl.obolibrary.org/obo/ZP_0007071,abnormal(ly) process quality neurotransmitter biosynthetic process
http://purl.obolibrary.org/obo/ZP_0005644,abnormal(ly) curled notochord
http://purl.obolibrary.org/obo/ZP_0013376,"abnormal(ly) structure, cavities pronephros"
http://purl.obolibrary.org/obo/ZP_0011949,abnormal(ly) decreased size yolk posterior side
http://purl.obolibrary.org/obo/ZP_0007122,abnormal(ly) absent thigmotaxis
http://purl.obolibrary.org/obo/ZP_0000029,abnormal(ly) disrupted retinal ganglion cell axon guidance
http://purl.obolibrary.org/obo/ZP_0017954,abnormal(ly) decreased frequency Kupffer's vesicle cilium movement
http://purl.obolibrary.org/obo/ZP_0000795,abnormal(ly) cellular quality hypothalamus
http://purl.obolibrary.org/obo/ZP_0013427,abnormal(ly) has number of adenohypophysis towards adrenocorticotropic hormone secreting cell
http://purl.obolibrary.org/obo/ZP_0002273,abnormal(ly) non-functional yolk
http://purl.obolibrary.org/obo/ZP_0000846,abnormal(ly) misrouted secondary motor neuron axon
http://purl.obolibrary.org/obo/ZP_0015671,abnormal(ly) mislocalised posteriorly basihyal cartilage
http://purl.obolibrary.org/obo/ZP_0002324,abnormal(ly) morphology cranial cartilage collagen trimer
http://purl.obolibrary.org/obo/ZP_0002324,abnormal(ly) morphology cranial cartilage collagen
http://purl.obolibrary.org/obo/ZP_0010056,abnormal(ly) closed pronephric duct opening
http://purl.obolibrary.org/obo/ZP_0015722,abnormal(ly) degenerate pectoral fin fold
http://purl.obolibrary.org/obo/ZP_0016061,abnormal(ly) increased length central zone olfactory bulb postsynaptic density
http://purl.obolibrary.org/obo/ZP_0010107,abnormal(ly) protruding into VaP motor neuron axon towards horizontal myoseptum
http://purl.obolibrary.org/obo/ZP_0010873,abnormal(ly) decreased area Kupffer's vesicle
http://purl.obolibrary.org/obo/ZP_0016112,abnormal(ly) aplastic kinethmoid bone
http://purl.obolibrary.org/obo/ZP_0012351,abnormal(ly) process quality CaP motoneuron neuronal action potential
http://purl.obolibrary.org/obo/ZP_0010924,abnormal(ly) morphology somite 1
http://purl.obolibrary.org/obo/ZP_0007587,abnormal(ly) delayed angioblast cell migration from lateral mesoderm to midline
http://purl.obolibrary.org/obo/ZP_0012402,abnormal(ly) has fewer parts of type pharyngeal vasculature towards blood vessel endothelial cell
http://purl.obolibrary.org/obo/ZP_0009065,"abnormal(ly) decreased variability of size gut epithelium chromosome, telomeric region"
http://purl.obolibrary.org/obo/ZP_0007638,abnormal(ly) decreased rate epithelial cell proliferation
http://purl.obolibrary.org/obo/ZP_0009116,abnormal(ly) present in greater numbers in organism intestine vesicle
http://purl.obolibrary.org/obo/ZP_0009116,abnormal(ly) increased amount intestine vesicle
http://purl.obolibrary.org/obo/ZP_0009882,abnormal(ly) bilateral symmetry primitive heart tube
http://purl.obolibrary.org/obo/ZP_0002789,abnormal(ly) present in greater numbers in organism intestinal epithelium autolysosome
http://purl.obolibrary.org/obo/ZP_0002789,abnormal(ly) increased amount intestinal epithelium autolysosome
http://purl.obolibrary.org/obo/ZP_0004267,abnormal(ly) shortened notochord
http://purl.obolibrary.org/obo/ZP_0009933,abnormal(ly) lacks parts or has fewer parts of type trunk towards neuromast
http://purl.obolibrary.org/obo/ZP_0016577,abnormal(ly) protruding out of solid lens vesicle towards immature eye
http://purl.obolibrary.org/obo/ZP_0004318,abnormal(ly) smooth intestinal epithelium
http://purl.obolibrary.org/obo/ZP_0018055,abnormal(ly) decreased amount blood vessel endothelium hematopoietic stem cell
http://purl.obolibrary.org/obo/ZP_0016628,abnormal(ly) decreased functionality macrophage phagocytic vesicle
http://purl.obolibrary.org/obo/ZP_0006562,abnormal(ly) apoptotic inner ear
http://purl.obolibrary.org/obo/ZP_0014294,abnormal(ly) increased length muscle cell
http://purl.obolibrary.org/obo/ZP_0012867,abnormal(ly) branchiness retinal ganglion cell axon
http://purl.obolibrary.org/obo/ZP_0018106,abnormal(ly) has fewer parts of type facial ganglion towards motor neuron
http://purl.obolibrary.org/obo/ZP_0008040,abnormal(ly) broken cardiac muscle cell Z disc
http://purl.obolibrary.org/obo/ZP_0006613,abnormal(ly) decreased rate cell cycle
http://purl.obolibrary.org/obo/ZP_0014345,abnormal(ly) hemorrhagic iris proximal region
http://purl.obolibrary.org/obo/ZP_0012918,abnormal(ly) position ectoderm
http://purl.obolibrary.org/obo/ZP_0003191,abnormal(ly) increased size liver
http://purl.obolibrary.org/obo/ZP_0001764,abnormal(ly) decreased size heart
http://purl.obolibrary.org/obo/ZP_0003242,abnormal(ly) increased occurrence protein phosphorylation
http://purl.obolibrary.org/obo/ZP_0001815,abnormal(ly) shape adaxial cell
http://purl.obolibrary.org/obo/ZP_0011025,abnormal(ly) decreased object quality pronephric tubule actin cytoskeleton
http://purl.obolibrary.org/obo/ZP_0011791,abnormal(ly) broadly articulated with trunk neural crest cell towards trunk neural crest cell
http://purl.obolibrary.org/obo/ZP_0017030,abnormal(ly) absent thyroid follicle
http://purl.obolibrary.org/obo/ZP_0011842,abnormal(ly) decreased amount lymph vessel endothelium endothelial cell
http://purl.obolibrary.org/obo/ZP_0013320,abnormal(ly) apical-basal polarity neural tube ciliary basal body
http://purl.obolibrary.org/obo/ZP_0008556,abnormal(ly) decreased process quality extracellular matrix constituent secretion
http://purl.obolibrary.org/obo/ZP_0008607,abnormal(ly) mislocalised enteric nervous system synaptic vesicle
http://purl.obolibrary.org/obo/ZP_0005185,abnormal(ly) decreased functionality liver
http://purl.obolibrary.org/obo/ZP_0010000,abnormal(ly) absent pectoral fin fold scapulocoracoid
http://purl.obolibrary.org/obo/ZP_0003758,abnormal(ly) present in fewer numbers in organism whole organism neutrophil
http://purl.obolibrary.org/obo/ZP_0003758,abnormal(ly) decreased amount whole organism neutrophil
http://purl.obolibrary.org/obo/ZP_0017495,abnormal(ly) process quality optic tectum transmission of nerve impulse
http://purl.obolibrary.org/obo/ZP_0005236,abnormal(ly) inverted Meckel's cartilage
http://purl.obolibrary.org/obo/ZP_0003809,abnormal(ly) Y-shaped neural rod
http://purl.obolibrary.org/obo/ZP_0017546,abnormal(ly) decreased process quality paraxial mesoderm Notch signaling pathway
http://purl.obolibrary.org/obo/ZP_0007480,abnormal(ly) present in fewer numbers in organism hepatic duct
http://purl.obolibrary.org/obo/ZP_0007480,abnormal(ly) decreased amount hepatic duct
http://purl.obolibrary.org/obo/ZP_0000387,abnormal(ly) cellular quality mid diencephalic organizer
http://purl.obolibrary.org/obo/ZP_0013019,abnormal(ly) amount frontal-parietal joint osteoblast
http://purl.obolibrary.org/obo/ZP_0013785,abnormal(ly) present spinal cord glial cell
http://purl.obolibrary.org/obo/ZP_0007531,abnormal(ly) present in normal numbers in organism trunk fast muscle cell
http://purl.obolibrary.org/obo/ZP_0007531,abnormal(ly) normal amount trunk fast muscle cell
http://purl.obolibrary.org/obo/ZP_0000438,abnormal(ly) shape somite border
http://purl.obolibrary.org/obo/ZP_0015263,abnormal(ly) process quality proximal convoluted tubule development
http://purl.obolibrary.org/obo/ZP_0013836,abnormal(ly) amount lymphocyte
http://purl.obolibrary.org/obo/ZP_0002682,abnormal(ly) malformed pharyngeal arch cartilage
http://purl.obolibrary.org/obo/ZP_0015314,abnormal(ly) disrupted response to fungus
http://purl.obolibrary.org/obo/ZP_0004160,abnormal(ly) aplastic pharyngeal arch 3-7 skeleton
http://purl.obolibrary.org/obo/ZP_0002733,abnormal(ly) quality blood vasculature
http://purl.obolibrary.org/obo/ZP_0010465,abnormal(ly) decreased length central nervous system ventral region
http://purl.obolibrary.org/obo/ZP_0016470,abnormal(ly) present mesoderm pelvic fin bud
http://purl.obolibrary.org/obo/ZP_0004211,abnormal(ly) irregular spatial pattern pharyngeal arch 3-7 chondrocyte
http://purl.obolibrary.org/obo/ZP_0010516,abnormal(ly) morphology horizontal myoseptum
http://purl.obolibrary.org/obo/ZP_0016521,abnormal(ly) moderate intensity notochord bone mineralization
http://purl.obolibrary.org/obo/ZP_0007179,abnormal(ly) inconspicuous midbrain hindbrain boundary
http://purl.obolibrary.org/obo/ZP_0012760,abnormal(ly) mislocalised scapulocoracoid bony projection
http://purl.obolibrary.org/obo/ZP_0007996,abnormal(ly) disorganized skeletal muscle cell perinuclear region of cytoplasm
http://purl.obolibrary.org/obo/ZP_0012811,abnormal(ly) process quality pronephric proximal straight tubule cell differentiation involved in pronephros development
http://purl.obolibrary.org/obo/ZP_0009474,abnormal(ly) broken lens capsule basement membrane
http://purl.obolibrary.org/obo/ZP_0015779,abnormal(ly) amorphous somite 14 somite border
http://purl.obolibrary.org/obo/ZP_0009525,abnormal(ly) deformed spinal cord
http://purl.obolibrary.org/obo/ZP_0016169,abnormal(ly) edge shape notochord
http://purl.obolibrary.org/obo/ZP_0004676,abnormal(ly) unpigmented retinal pigmented epithelium
http://purl.obolibrary.org/obo/ZP_0006154,abnormal(ly) aggregated leukocyte
http://purl.obolibrary.org/obo/ZP_0016986,abnormal(ly) damaged cranial ganglion axolemma
http://purl.obolibrary.org/obo/ZP_0004727,abnormal(ly) decreased width skeletal muscle cell myofibril
http://purl.obolibrary.org/obo/ZP_0012459,abnormal(ly) lacks parts or has fewer parts of type intestinal epithelium towards goblet cell
http://purl.obolibrary.org/obo/ZP_0006205,abnormal(ly) decreased thickness whole organism anterior/posterior axis
http://purl.obolibrary.org/obo/ZP_0006205,abnormal(ly) decreased thickness whole organism anterior-posterior axis
http://purl.obolibrary.org/obo/ZP_0006971,abnormal(ly) process quality respiratory electron transport chain
http://purl.obolibrary.org/obo/ZP_0001356,abnormal(ly) poorly differentiated EVL
http://purl.obolibrary.org/obo/ZP_0014754,abnormal(ly) increased process quality optic vesicle apoptotic process
http://purl.obolibrary.org/obo/ZP_0008500,abnormal(ly) physical object quality neuromast
http://purl.obolibrary.org/obo/ZP_0001407,abnormal(ly) decreased size axial vasculature
http://purl.obolibrary.org/obo/ZP_0014805,abnormal(ly) decreased size interrenal gland
http://purl.obolibrary.org/obo/ZP_0003651,abnormal(ly) decreased occurrence erythrocyte differentiation
http://purl.obolibrary.org/obo/ZP_0011383,abnormal(ly) irregular spatial pattern melanophore stripe
http://purl.obolibrary.org/obo/ZP_0003702,abnormal(ly) mislocalised oocyte stage I nucleus
http://purl.obolibrary.org/obo/ZP_0011434,abnormal(ly) organization quality cell extracellular matrix
http://purl.obolibrary.org/obo/ZP_0008097,abnormal(ly) cellular quality Kupffer's vesicle cell
http://purl.obolibrary.org/obo/ZP_0000280,abnormal(ly) disrupted cell differentiation involved in pronephros development
http://purl.obolibrary.org/obo/ZP_0008148,abnormal(ly) increased size YSL nucleus
http://purl.obolibrary.org/obo/ZP_0000331,abnormal(ly) present in greater numbers in organism neuron
http://purl.obolibrary.org/obo/ZP_0000331,abnormal(ly) increased amount neuron
http://purl.obolibrary.org/obo/ZP_0003299,abnormal(ly) truncated pectoral fin
http://purl.obolibrary.org/obo/ZP_0008965,abnormal(ly) disrupted T cell differentiation in thymus
http://purl.obolibrary.org/obo/ZP_0017087,abnormal(ly) circular posterior lateral line myelinating Schwann cell
http://purl.obolibrary.org/obo/ZP_0005594,abnormal(ly) absent dorsal root ganglion neuron
http://purl.obolibrary.org/obo/ZP_0011899,abnormal(ly) morphology whole organism Golgi apparatus
http://purl.obolibrary.org/obo/ZP_0017138,abnormal(ly) malformed blastema
http://purl.obolibrary.org/obo/ZP_0007072,"abnormal(ly) decreased rate musculoskeletal movement, spinal reflex action"
http://purl.obolibrary.org/obo/ZP_0005645,abnormal(ly) hyperplastic epithelium
http://purl.obolibrary.org/obo/ZP_0013377,abnormal(ly) length pronephros cilium
http://purl.obolibrary.org/obo/ZP_0007123,abnormal(ly) decreased thickness post-vent region
http://purl.obolibrary.org/obo/ZP_0017955,abnormal(ly) process quality ventral wall of dorsal aorta apoptotic process
http://purl.obolibrary.org/obo/ZP_0000796,abnormal(ly) decreased size retinal neural layer
http://purl.obolibrary.org/obo/ZP_0013428,abnormal(ly) has number of adenohypophysis towards thyroid stimulating hormone secreting cell
http://purl.obolibrary.org/obo/ZP_0002274,abnormal(ly) count peripheral nervous system chromosome
http://purl.obolibrary.org/obo/ZP_0002274,abnormal(ly) amount peripheral nervous system chromosome
http://purl.obolibrary.org/obo/ZP_0007940,abnormal(ly) process quality osteoblast differentiation
http://purl.obolibrary.org/obo/ZP_0000847,abnormal(ly) increased occurrence syncytium formation by plasma membrane fusion
http://purl.obolibrary.org/obo/ZP_0015672,abnormal(ly) size melanocyte
http://purl.obolibrary.org/obo/ZP_0002325,abnormal(ly) present in fewer numbers in organism cranial cartilage collagen type I trimer
http://purl.obolibrary.org/obo/ZP_0002325,abnormal(ly) present in fewer numbers in organism cranial cartilage collagen type I
http://purl.obolibrary.org/obo/ZP_0002325,abnormal(ly) decreased amount cranial cartilage collagen type I trimer
http://purl.obolibrary.org/obo/ZP_0010057,abnormal(ly) decreased size chordo neural hinge
http://purl.obolibrary.org/obo/ZP_0015723,abnormal(ly) necrotic pectoral fin
http://purl.obolibrary.org/obo/ZP_0016062,abnormal(ly) length granule cell postsynaptic density
http://purl.obolibrary.org/obo/ZP_0010108,abnormal(ly) attached to olfactory receptor cell axon towards ventral zone olfactory bulb
http://purl.obolibrary.org/obo/ZP_0010874,abnormal(ly) physical object quality Kupffer's vesicle basolateral plasma membrane
http://purl.obolibrary.org/obo/ZP_0016113,abnormal(ly) duplicated ceratohyal cartilage
http://purl.obolibrary.org/obo/ZP_0004620,abnormal(ly) increased size adenohypophysis
http://purl.obolibrary.org/obo/ZP_0012352,abnormal(ly) morphology CaP motoneuron neuron projection
http://purl.obolibrary.org/obo/ZP_0010925,abnormal(ly) morphology somite 2
http://purl.obolibrary.org/obo/ZP_0016930,abnormal(ly) present cephalic musculature
http://purl.obolibrary.org/obo/ZP_0007588,abnormal(ly) mislocalised laterally vascular cord angioblastic mesenchymal cell
http://purl.obolibrary.org/obo/ZP_0012403,abnormal(ly) decreased process quality pharyngeal vasculature vasculogenesis
http://purl.obolibrary.org/obo/ZP_0009066,abnormal(ly) apoptotic blood cell
http://purl.obolibrary.org/obo/ZP_0007639,abnormal(ly) increased acidity whole organism
http://purl.obolibrary.org/obo/ZP_0009117,abnormal(ly) decreased size intestine vesicle
http://purl.obolibrary.org/obo/ZP_0001300,abnormal(ly) present in fewer numbers in organism posterior cardinal vein endothelial cell
http://purl.obolibrary.org/obo/ZP_0001300,abnormal(ly) decreased amount posterior cardinal vein endothelial cell
http://purl.obolibrary.org/obo/ZP_0009883,abnormal(ly) present in fewer numbers in organism post-vent region mesoderm
http://purl.obolibrary.org/obo/ZP_0009883,abnormal(ly) decreased amount post-vent region mesoderm
http://purl.obolibrary.org/obo/ZP_0004268,abnormal(ly) positional polarity notochord mesodermal cell
http://purl.obolibrary.org/obo/ZP_0009934,abnormal(ly) disrupted nucleate erythrocyte differentiation
http://purl.obolibrary.org/obo/ZP_0016578,abnormal(ly) absent protoneuromast
http://purl.obolibrary.org/obo/ZP_0004319,abnormal(ly) hypoplastic hyaloid vessel
http://purl.obolibrary.org/obo/ZP_0018056,abnormal(ly) process quality nitric oxide production involved in inflammatory response
http://purl.obolibrary.org/obo/ZP_0016629,abnormal(ly) increased duration NMDA glutamate receptor activity
http://purl.obolibrary.org/obo/ZP_0016629,abnormal(ly) increased duration N-methyl-D-aspartate selective glutamate receptor activity
http://purl.obolibrary.org/obo/ZP_0006563,abnormal(ly) attenuate inner ear
http://purl.obolibrary.org/obo/ZP_0014295,abnormal(ly) curled median fin fold
http://purl.obolibrary.org/obo/ZP_0012868,abnormal(ly) has number of retinal ganglion cell axon towards retinal ganglion cell presynaptic active zone
http://purl.obolibrary.org/obo/ZP_0018107,abnormal(ly) has fewer parts of type vagal ganglion towards motor neuron
http://purl.obolibrary.org/obo/ZP_0008041,abnormal(ly) circular whole organism
http://purl.obolibrary.org/obo/ZP_0006614,abnormal(ly) decreased rate swimming
http://purl.obolibrary.org/obo/ZP_0014346,abnormal(ly) amount myocardial precursor
http://purl.obolibrary.org/obo/ZP_0012919,abnormal(ly) position mesoderm
http://purl.obolibrary.org/obo/ZP_0003192,abnormal(ly) fatty liver
http://purl.obolibrary.org/obo/ZP_0001765,abnormal(ly) disorganized heart
http://purl.obolibrary.org/obo/ZP_0003243,abnormal(ly) disrupted non-canonical Wnt signaling pathway
http://purl.obolibrary.org/obo/ZP_0001816,abnormal(ly) oriented towards floor plate ciliated cell towards floor plate anterior region
http://purl.obolibrary.org/obo/ZP_0011026,abnormal(ly) decreased length pronephric tubule motile cilium
http://purl.obolibrary.org/obo/ZP_0011792,abnormal(ly) disrupted trunk neural crest cell contact inhibition
http://purl.obolibrary.org/obo/ZP_0017031,abnormal(ly) condensed scale
http://purl.obolibrary.org/obo/ZP_0013270,abnormal(ly) structure skeletal muscle M band
http://purl.obolibrary.org/obo/ZP_0011843,abnormal(ly) decreased amount lymphangioblast cord lymphangioblast
http://purl.obolibrary.org/obo/ZP_0013321,abnormal(ly) present myelinating Schwann cell
http://purl.obolibrary.org/obo/ZP_0008557,abnormal(ly) mislocalised notochord collagen trimer
http://purl.obolibrary.org/obo/ZP_0008557,abnormal(ly) mislocalised notochord collagen
http://purl.obolibrary.org/obo/ZP_0000740,abnormal(ly) orientation ceratobranchial cartilage towards ceratobranchial cartilage
http://purl.obolibrary.org/obo/ZP_0008608,abnormal(ly) disorganized enteric nervous system microtubule cytoskeleton
http://purl.obolibrary.org/obo/ZP_0005186,abnormal(ly) curved whole organism anatomical axis
http://purl.obolibrary.org/obo/ZP_0010001,abnormal(ly) absent pectoral fin fold endochondral bone
http://purl.obolibrary.org/obo/ZP_0003759,abnormal(ly) increased cellular motility neutrophil
http://purl.obolibrary.org/obo/ZP_0017496,abnormal(ly) decreased duration sleep
http://purl.obolibrary.org/obo/ZP_0005237,abnormal(ly) mislocalised ventrally Meckel's cartilage
