defined_class	entity	entityitspartof	quality
http://purl.obolibrary.org/obo/ZP_0022200	http://purl.obolibrary.org/obo/GO_0120077	http://purl.obolibrary.org/obo/ZFA_0005025	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0025459	http://purl.obolibrary.org/obo/GO_0002042	http://purl.obolibrary.org/obo/ZFA_0009303	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0021615	http://purl.obolibrary.org/obo/GO_0016477	http://purl.obolibrary.org/obo/ZFA_0000206	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0022014	http://purl.obolibrary.org/obo/GO_0097475	http://purl.obolibrary.org/obo/ZFA_0000206	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0021512	http://purl.obolibrary.org/obo/GO_0007520	http://purl.obolibrary.org/obo/ZFA_0009117	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0019327	http://purl.obolibrary.org/obo/GO_0007274	http://purl.obolibrary.org/obo/ZFA_0009117	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0019323	http://purl.obolibrary.org/obo/GO_0001501	http://purl.obolibrary.org/obo/ZFA_0001114	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0023167	http://purl.obolibrary.org/obo/GO_0000080	http://purl.obolibrary.org/obo/ZFA_0009014	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0019267	http://purl.obolibrary.org/obo/GO_0000278	http://purl.obolibrary.org/obo/ZFA_0000029	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0021462	http://purl.obolibrary.org/obo/GO_0001525	http://purl.obolibrary.org/obo/ZFA_0001285	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0021408	http://purl.obolibrary.org/obo/GO_0001568	http://purl.obolibrary.org/obo/ZFA_0001285	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0023441	http://purl.obolibrary.org/obo/GO_0002042	http://purl.obolibrary.org/obo/ZFA_0001285	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0025353	http://purl.obolibrary.org/obo/GO_0002040	http://purl.obolibrary.org/obo/ZFA_0001285	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0022958	http://purl.obolibrary.org/obo/GO_0007049	http://purl.obolibrary.org/obo/ZFA_0000123	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0024110	http://purl.obolibrary.org/obo/GO_0006909	http://purl.obolibrary.org/obo/ZFA_0009141	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0026453	http://purl.obolibrary.org/obo/GO_0048469	http://purl.obolibrary.org/obo/ZFA_0009249	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0024415	http://purl.obolibrary.org/obo/GO_0031099	http://purl.obolibrary.org/obo/ZFA_0009091	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0019825	http://purl.obolibrary.org/obo/GO_0042552	http://purl.obolibrary.org/obo/ZFA_0009052	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0019192	http://purl.obolibrary.org/obo/GO_0000084	http://purl.obolibrary.org/obo/ZFA_0009356	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0026198	http://purl.obolibrary.org/obo/GO_0007160	http://purl.obolibrary.org/obo/ZFA_0009025	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0025067	http://purl.obolibrary.org/obo/GO_0051301	http://purl.obolibrary.org/obo/ZFA_0001135	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0019098	http://purl.obolibrary.org/obo/GO_0003351	http://purl.obolibrary.org/obo/ZFA_0000130	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0025579	http://purl.obolibrary.org/obo/GO_0021554	http://purl.obolibrary.org/obo/ZFA_0000137	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0025580	http://purl.obolibrary.org/obo/GO_0021631	http://purl.obolibrary.org/obo/ZFA_0000137	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0023900	http://purl.obolibrary.org/obo/GO_0035889	http://purl.obolibrary.org/obo/ZFA_0000051	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0019633	http://purl.obolibrary.org/obo/GO_0060855	http://purl.obolibrary.org/obo/ZFA_0005034	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0022738	http://purl.obolibrary.org/obo/GO_1905139	http://purl.obolibrary.org/obo/ZFA_0001384	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0023880	http://purl.obolibrary.org/obo/GO_0000278	http://purl.obolibrary.org/obo/ZFA_0001306	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0019124	http://purl.obolibrary.org/obo/GO_0035282	http://purl.obolibrary.org/obo/ZFA_0001117	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0018590	http://purl.obolibrary.org/obo/GO_0022011	http://purl.obolibrary.org/obo/ZFA_0000944	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0018588	http://purl.obolibrary.org/obo/GO_0048932	http://purl.obolibrary.org/obo/ZFA_0000944	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0019827	http://purl.obolibrary.org/obo/GO_0042552	http://purl.obolibrary.org/obo/ZFA_0000175	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0018585	http://purl.obolibrary.org/obo/GO_0032292	http://purl.obolibrary.org/obo/ZFA_0000944	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0021456	http://purl.obolibrary.org/obo/GO_0001525	http://purl.obolibrary.org/obo/ZFA_0001052	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0021407	http://purl.obolibrary.org/obo/GO_0001568	http://purl.obolibrary.org/obo/ZFA_0001052	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0021466	http://purl.obolibrary.org/obo/GO_0002042	http://purl.obolibrary.org/obo/ZFA_0001052	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0020773	http://purl.obolibrary.org/obo/GO_0003351	http://purl.obolibrary.org/obo/ZFA_0000151	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0024625	http://purl.obolibrary.org/obo/GO_1903251	http://purl.obolibrary.org/obo/ZFA_0000151	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0024584	http://purl.obolibrary.org/obo/GO_0007219	http://purl.obolibrary.org/obo/ZFA_0000152	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0021759	http://purl.obolibrary.org/obo/GO_0000278	http://purl.obolibrary.org/obo/ZFA_0000152	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0021761	http://purl.obolibrary.org/obo/GO_0000236	http://purl.obolibrary.org/obo/ZFA_0000152	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0021187	http://purl.obolibrary.org/obo/GO_0021654	http://purl.obolibrary.org/obo/ZFA_0000823	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0021188	http://purl.obolibrary.org/obo/GO_0021654	http://purl.obolibrary.org/obo/ZFA_0000069	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0022779	http://purl.obolibrary.org/obo/GO_0035889	http://purl.obolibrary.org/obo/ZFA_0000676	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0024447	http://purl.obolibrary.org/obo/GO_0030182	http://purl.obolibrary.org/obo/ZFA_0009361	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0020458	http://purl.obolibrary.org/obo/GO_0007416	http://purl.obolibrary.org/obo/ZFA_0000778	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0027300	http://purl.obolibrary.org/obo/GO_0043129	http://purl.obolibrary.org/obo/ZFA_0000076	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0022571	http://purl.obolibrary.org/obo/GO_0008015	http://purl.obolibrary.org/obo/ZFA_0001115	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0021796	http://purl.obolibrary.org/obo/GO_0032475	http://purl.obolibrary.org/obo/ZFA_0000700	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0022002	http://purl.obolibrary.org/obo/GO_0009790	http://purl.obolibrary.org/obo/ZFA_0001094	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0019049	http://purl.obolibrary.org/obo/GO_0001501	http://purl.obolibrary.org/obo/ZFA_0000317	http://purl.obolibrary.org/obo/PATO_0001530
http://purl.obolibrary.org/obo/ZP_0022772	http://purl.obolibrary.org/obo/GO_0051301	http://purl.obolibrary.org/obo/ZFA_0001135	http://purl.obolibrary.org/obo/PATO_0001529
http://purl.obolibrary.org/obo/ZP_0022119	http://purl.obolibrary.org/obo/GO_0000278	http://purl.obolibrary.org/obo/ZFA_0009000	http://purl.obolibrary.org/obo/PATO_0001997
http://purl.obolibrary.org/obo/ZP_0023772	http://purl.obolibrary.org/obo/GO_0098743	http://purl.obolibrary.org/obo/ZFA_0009183	http://purl.obolibrary.org/obo/PATO_0001997
http://purl.obolibrary.org/obo/ZP_0025939	http://purl.obolibrary.org/obo/GO_0014009	http://purl.obolibrary.org/obo/ZFA_0005147	http://purl.obolibrary.org/obo/PATO_0001997
http://purl.obolibrary.org/obo/ZP_0018848	http://purl.obolibrary.org/obo/GO_0030282	http://purl.obolibrary.org/obo/ZFA_0000250	http://purl.obolibrary.org/obo/PATO_0002058
http://purl.obolibrary.org/obo/ZP_0018838	http://purl.obolibrary.org/obo/GO_0086001	http://purl.obolibrary.org/obo/ZFA_0000114	http://purl.obolibrary.org/obo/PATO_0000499
http://purl.obolibrary.org/obo/ZP_0019128	http://purl.obolibrary.org/obo/GO_0000278	http://purl.obolibrary.org/obo/ZFA_0000029	http://purl.obolibrary.org/obo/PATO_0000499
http://purl.obolibrary.org/obo/ZP_0024999	http://purl.obolibrary.org/obo/GO_0022402	http://purl.obolibrary.org/obo/ZFA_0000152	http://purl.obolibrary.org/obo/PATO_0000499
http://purl.obolibrary.org/obo/ZP_0022444	http://purl.obolibrary.org/obo/GO_0036268	http://purl.obolibrary.org/obo/ZFA_0001094	http://purl.obolibrary.org/obo/PATO_0000499
http://purl.obolibrary.org/obo/ZP_0026155	http://purl.obolibrary.org/obo/GO_0043277	http://purl.obolibrary.org/obo/ZFA_0000008	http://purl.obolibrary.org/obo/PATO_0015003
http://purl.obolibrary.org/obo/ZP_0026159	http://purl.obolibrary.org/obo/GO_0043652	http://purl.obolibrary.org/obo/ZFA_0000008	http://purl.obolibrary.org/obo/PATO_0015003
http://purl.obolibrary.org/obo/ZP_0026704	http://purl.obolibrary.org/obo/GO_0002383	http://purl.obolibrary.org/obo/ZFA_0000008	http://purl.obolibrary.org/obo/PATO_0015003
http://purl.obolibrary.org/obo/ZP_0026257	http://purl.obolibrary.org/obo/GO_0007155	http://purl.obolibrary.org/obo/ZFA_0009303	http://purl.obolibrary.org/obo/PATO_0015003
http://purl.obolibrary.org/obo/ZP_0026973	http://purl.obolibrary.org/obo/GO_0031099	http://purl.obolibrary.org/obo/ZFA_0009366	http://purl.obolibrary.org/obo/PATO_0015003
http://purl.obolibrary.org/obo/ZP_0021502	http://purl.obolibrary.org/obo/GO_0030432	http://purl.obolibrary.org/obo/ZFA_0001338	http://purl.obolibrary.org/obo/PATO_0015003
http://purl.obolibrary.org/obo/ZP_0024416	http://purl.obolibrary.org/obo/GO_0031099	http://purl.obolibrary.org/obo/ZFA_0009091	http://purl.obolibrary.org/obo/PATO_0015003
http://purl.obolibrary.org/obo/ZP_0022485	http://purl.obolibrary.org/obo/GO_0070509	http://purl.obolibrary.org/obo/ZFA_0009367	http://purl.obolibrary.org/obo/PATO_0015003
http://purl.obolibrary.org/obo/ZP_0026972	http://purl.obolibrary.org/obo/GO_0031099	http://purl.obolibrary.org/obo/ZFA_0001617	http://purl.obolibrary.org/obo/PATO_0015003
http://purl.obolibrary.org/obo/ZP_0022506	http://purl.obolibrary.org/obo/GO_0006757	http://purl.obolibrary.org/obo/ZFA_0001094	http://purl.obolibrary.org/obo/PATO_0015003
http://purl.obolibrary.org/obo/ZP_0022513	http://purl.obolibrary.org/obo/GO_0009060	http://purl.obolibrary.org/obo/ZFA_0001094	http://purl.obolibrary.org/obo/PATO_0015003
http://purl.obolibrary.org/obo/ZP_0026810	http://purl.obolibrary.org/obo/GO_0008306	http://purl.obolibrary.org/obo/ZFA_0001094	http://purl.obolibrary.org/obo/PATO_0015003
http://purl.obolibrary.org/obo/ZP_0025265	http://purl.obolibrary.org/obo/GO_0031099	http://purl.obolibrary.org/obo/ZFA_0009111	http://purl.obolibrary.org/obo/PATO_0001675
http://purl.obolibrary.org/obo/ZP_0018598	http://purl.obolibrary.org/obo/GO_0003341	http://purl.obolibrary.org/obo/ZFA_0000001	http://purl.obolibrary.org/obo/PATO_0000381
http://purl.obolibrary.org/obo/ZP_0024866	http://purl.obolibrary.org/obo/GO_0098814	http://purl.obolibrary.org/obo/ZFA_0009149	http://purl.obolibrary.org/obo/PATO_0000381
http://purl.obolibrary.org/obo/ZP_0026183	http://purl.obolibrary.org/obo/GO_0060048	http://purl.obolibrary.org/obo/ZFA_0000009	http://purl.obolibrary.org/obo/PATO_0000381
http://purl.obolibrary.org/obo/ZP_0024481	http://purl.obolibrary.org/obo/GO_0030432	http://purl.obolibrary.org/obo/ZFA_0000112	http://purl.obolibrary.org/obo/PATO_0000381
http://purl.obolibrary.org/obo/ZP_0022191	http://purl.obolibrary.org/obo/GO_0006914	http://purl.obolibrary.org/obo/ZFA_0000035	http://purl.obolibrary.org/obo/PATO_0000381
http://purl.obolibrary.org/obo/ZP_0024657	http://purl.obolibrary.org/obo/GO_0051899	http://purl.obolibrary.org/obo/ZFA_0009052	http://purl.obolibrary.org/obo/PATO_0000381
http://purl.obolibrary.org/obo/ZP_0024011	http://purl.obolibrary.org/obo/GO_0060012	http://purl.obolibrary.org/obo/ZFA_0009052	http://purl.obolibrary.org/obo/PATO_0000381
http://purl.obolibrary.org/obo/ZP_0022190	http://purl.obolibrary.org/obo/GO_0006914	http://purl.obolibrary.org/obo/ZFA_0001056	http://purl.obolibrary.org/obo/PATO_0000381
http://purl.obolibrary.org/obo/ZP_0022189	http://purl.obolibrary.org/obo/GO_0006914	http://purl.obolibrary.org/obo/ZFA_0001202	http://purl.obolibrary.org/obo/PATO_0000381
http://purl.obolibrary.org/obo/ZP_0023894	http://purl.obolibrary.org/obo/GO_0008283	http://purl.obolibrary.org/obo/ZFA_0000141	http://purl.obolibrary.org/obo/PATO_0000381
http://purl.obolibrary.org/obo/ZP_0022188	http://purl.obolibrary.org/obo/GO_0006914	http://purl.obolibrary.org/obo/ZFA_0000075	http://purl.obolibrary.org/obo/PATO_0000381
http://purl.obolibrary.org/obo/ZP_0024656	http://purl.obolibrary.org/obo/GO_0051899	http://purl.obolibrary.org/obo/ZFA_0000778	http://purl.obolibrary.org/obo/PATO_0000381
http://purl.obolibrary.org/obo/ZP_0025684	http://purl.obolibrary.org/obo/GO_0003011	http://purl.obolibrary.org/obo/ZFA_0000473	http://purl.obolibrary.org/obo/PATO_0000381
http://purl.obolibrary.org/obo/ZP_0023399	http://purl.obolibrary.org/obo/GO_0006915	http://purl.obolibrary.org/obo/ZFA_0001094	http://purl.obolibrary.org/obo/PATO_0000381
http://purl.obolibrary.org/obo/ZP_0019013	http://purl.obolibrary.org/obo/GO_0098990	http://purl.obolibrary.org/obo/ZFA_0009149	http://purl.obolibrary.org/obo/PATO_0002018
http://purl.obolibrary.org/obo/ZP_0021403	http://purl.obolibrary.org/obo/GO_0060048	http://purl.obolibrary.org/obo/ZFA_0000009	http://purl.obolibrary.org/obo/PATO_0002018
http://purl.obolibrary.org/obo/ZP_0019027	http://purl.obolibrary.org/obo/GO_0032922	http://purl.obolibrary.org/obo/ZFA_0000019	http://purl.obolibrary.org/obo/PATO_0002018
http://purl.obolibrary.org/obo/ZP_0027184	http://purl.obolibrary.org/obo/GO_0003009	http://purl.obolibrary.org/obo/ZFA_0001056	http://purl.obolibrary.org/obo/PATO_0002018
http://purl.obolibrary.org/obo/ZP_0019326	http://purl.obolibrary.org/obo/GO_0007274	http://purl.obolibrary.org/obo/ZFA_0009116	http://purl.obolibrary.org/obo/PATO_0002018
http://purl.obolibrary.org/obo/ZP_0022182	http://purl.obolibrary.org/obo/GO_0016079	http://purl.obolibrary.org/obo/ZFA_0009243	http://purl.obolibrary.org/obo/PATO_0002052
http://purl.obolibrary.org/obo/ZP_0026734	http://purl.obolibrary.org/obo/GO_0016476	http://purl.obolibrary.org/obo/ZFA_0000086	http://purl.obolibrary.org/obo/PATO_0002052
http://purl.obolibrary.org/obo/ZP_0018467	http://purl.obolibrary.org/obo/GO_0003127	http://purl.obolibrary.org/obo/ZFA_0000001	http://purl.obolibrary.org/obo/PATO_0002052
http://purl.obolibrary.org/obo/ZP_0022783	http://purl.obolibrary.org/obo/GO_0044458	http://purl.obolibrary.org/obo/ZFA_0000001	http://purl.obolibrary.org/obo/PATO_0002052
http://purl.obolibrary.org/obo/ZP_0021217	http://purl.obolibrary.org/obo/GO_0035148	http://purl.obolibrary.org/obo/ZFA_0000001	http://purl.obolibrary.org/obo/PATO_0002052
http://purl.obolibrary.org/obo/ZP_0024419	http://purl.obolibrary.org/obo/GO_0060012	http://purl.obolibrary.org/obo/ZFA_0009149	http://purl.obolibrary.org/obo/PATO_0002052
http://purl.obolibrary.org/obo/ZP_0023792	http://purl.obolibrary.org/obo/GO_0043697	http://purl.obolibrary.org/obo/ZFA_0009280	http://purl.obolibrary.org/obo/PATO_0002052
http://purl.obolibrary.org/obo/ZP_0018813	http://purl.obolibrary.org/obo/GO_0008283	http://purl.obolibrary.org/obo/ZFA_0009280	http://purl.obolibrary.org/obo/PATO_0002052
http://purl.obolibrary.org/obo/ZP_0022849	http://purl.obolibrary.org/obo/GO_0061564	http://purl.obolibrary.org/obo/ZFA_0005180	http://purl.obolibrary.org/obo/PATO_0002052
http://purl.obolibrary.org/obo/ZP_0019354	http://purl.obolibrary.org/obo/GO_0008089	http://purl.obolibrary.org/obo/ZFA_0009150	http://purl.obolibrary.org/obo/PATO_0002052
http://purl.obolibrary.org/obo/ZP_0019355	http://purl.obolibrary.org/obo/GO_0048668	http://purl.obolibrary.org/obo/ZFA_0009150	http://purl.obolibrary.org/obo/PATO_0002052
http://purl.obolibrary.org/obo/ZP_0019353	http://purl.obolibrary.org/obo/GO_1990126	http://purl.obolibrary.org/obo/ZFA_0009150	http://purl.obolibrary.org/obo/PATO_0002052
http://purl.obolibrary.org/obo/ZP_0019755	http://purl.obolibrary.org/obo/GO_0060128	http://purl.obolibrary.org/obo/ZFA_0001282	http://purl.obolibrary.org/obo/PATO_0002052
http://purl.obolibrary.org/obo/ZP_0020457	http://purl.obolibrary.org/obo/GO_0007416	http://purl.obolibrary.org/obo/ZFA_0009238	http://purl.obolibrary.org/obo/PATO_0002052
http://purl.obolibrary.org/obo/ZP_0023090	http://purl.obolibrary.org/obo/GO_0021952	http://purl.obolibrary.org/obo/ZFA_0001108	http://purl.obolibrary.org/obo/PATO_0002052
http://purl.obolibrary.org/obo/ZP_0018534	http://purl.obolibrary.org/obo/GO_0060973	http://purl.obolibrary.org/obo/ZFA_0005005	http://purl.obolibrary.org/obo/PATO_0002052
http://purl.obolibrary.org/obo/ZP_0022754	http://purl.obolibrary.org/obo/GO_0072554	http://purl.obolibrary.org/obo/ZFA_0005007	http://purl.obolibrary.org/obo/PATO_0002052
http://purl.obolibrary.org/obo/ZP_0022755	http://purl.obolibrary.org/obo/GO_0072554	http://purl.obolibrary.org/obo/ZFA_0005008	http://purl.obolibrary.org/obo/PATO_0002052
http://purl.obolibrary.org/obo/ZP_0021632	http://purl.obolibrary.org/obo/GO_0072554	http://purl.obolibrary.org/obo/ZFA_0005009	http://purl.obolibrary.org/obo/PATO_0002052
http://purl.obolibrary.org/obo/ZP_0021633	http://purl.obolibrary.org/obo/GO_0072554	http://purl.obolibrary.org/obo/ZFA_0005016	http://purl.obolibrary.org/obo/PATO_0002052
http://purl.obolibrary.org/obo/ZP_0023313	http://purl.obolibrary.org/obo/GO_0007219	http://purl.obolibrary.org/obo/ZFA_0001315	http://purl.obolibrary.org/obo/PATO_0002052
http://purl.obolibrary.org/obo/ZP_0025810	http://purl.obolibrary.org/obo/GO_0016055	http://purl.obolibrary.org/obo/ZFA_0001315	http://purl.obolibrary.org/obo/PATO_0002052
http://purl.obolibrary.org/obo/ZP_0019148	http://purl.obolibrary.org/obo/GO_0061138	http://purl.obolibrary.org/obo/ZFA_0005164	http://purl.obolibrary.org/obo/PATO_0002052
http://purl.obolibrary.org/obo/ZP_0023453	http://purl.obolibrary.org/obo/GO_0008283	http://purl.obolibrary.org/obo/ZFA_0001270	http://purl.obolibrary.org/obo/PATO_0002052
http://purl.obolibrary.org/obo/ZP_0023883	http://purl.obolibrary.org/obo/GO_0000278	http://purl.obolibrary.org/obo/ZFA_0001270	http://purl.obolibrary.org/obo/PATO_0002052
http://purl.obolibrary.org/obo/ZP_0019790	http://purl.obolibrary.org/obo/GO_0006306	http://purl.obolibrary.org/obo/ZFA_0009044	http://purl.obolibrary.org/obo/PATO_0002052
http://purl.obolibrary.org/obo/ZP_0022298	http://purl.obolibrary.org/obo/GO_0043277	http://purl.obolibrary.org/obo/ZFA_0000008	http://purl.obolibrary.org/obo/PATO_0002052
http://purl.obolibrary.org/obo/ZP_0026161	http://purl.obolibrary.org/obo/GO_0006915	http://purl.obolibrary.org/obo/ZFA_0000008	http://purl.obolibrary.org/obo/PATO_0002052
http://purl.obolibrary.org/obo/ZP_0025242	http://purl.obolibrary.org/obo/GO_0048755	http://purl.obolibrary.org/obo/ZFA_0000008	http://purl.obolibrary.org/obo/PATO_0002052
http://purl.obolibrary.org/obo/ZP_0018487	http://purl.obolibrary.org/obo/GO_0008283	http://purl.obolibrary.org/obo/ZFA_0000008	http://purl.obolibrary.org/obo/PATO_0002052
