defined_class	entity	quality
http://purl.obolibrary.org/obo/ZP_0024891	http://purl.obolibrary.org/obo/ZFA_0000467	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0024085	http://purl.obolibrary.org/obo/ZFA_0005886	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0011295	http://purl.obolibrary.org/obo/ZFA_0000423	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0001991	http://purl.obolibrary.org/obo/ZFA_0005342	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0007965	http://purl.obolibrary.org/obo/ZFA_0001277	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0011083	http://purl.obolibrary.org/obo/ZFA_0001108	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0010542	http://purl.obolibrary.org/obo/ZFA_0000619	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0022490	http://purl.obolibrary.org/obo/ZFA_0001391	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0027082	http://purl.obolibrary.org/obo/ZFA_0001316	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0021022	http://purl.obolibrary.org/obo/ZFA_0005041	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0006756	http://purl.obolibrary.org/obo/ZFA_0005052	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0010298	http://purl.obolibrary.org/obo/ZFA_0005337	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0012475	http://purl.obolibrary.org/obo/ZFA_0005004	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0025611	http://purl.obolibrary.org/obo/ZFA_0005007	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0025612	http://purl.obolibrary.org/obo/ZFA_0005008	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0001802	http://purl.obolibrary.org/obo/ZFA_0005009	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0025613	http://purl.obolibrary.org/obo/ZFA_0005016	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0015811	http://purl.obolibrary.org/obo/ZFA_0000085	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0016472	http://purl.obolibrary.org/obo/ZFA_0001385	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0010934	http://purl.obolibrary.org/obo/ZFA_0000005	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0017966	http://purl.obolibrary.org/obo/ZFA_0001374	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0021258	http://purl.obolibrary.org/obo/ZFA_0001315	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0021050	http://purl.obolibrary.org/obo/ZFA_0001616	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0024048	http://purl.obolibrary.org/obo/ZFA_0005073	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0009714	http://purl.obolibrary.org/obo/ZFA_0005064	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0023237	http://purl.obolibrary.org/obo/ZFA_0000471	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0010885	http://purl.obolibrary.org/obo/ZFA_0005244	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0020272	http://purl.obolibrary.org/obo/ZFA_0001378	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0017291	http://purl.obolibrary.org/obo/ZFA_0001204	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0012324	http://purl.obolibrary.org/obo/ZFA_0000622	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0026773	http://purl.obolibrary.org/obo/ZFA_0005000	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0024018	http://purl.obolibrary.org/obo/ZFA_0001425	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0006086	http://purl.obolibrary.org/obo/ZFA_0000170	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0006093	http://purl.obolibrary.org/obo/ZFA_0001510	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0002016	http://purl.obolibrary.org/obo/ZFA_0005002	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0015101	http://purl.obolibrary.org/obo/ZFA_0001270	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0003694	http://purl.obolibrary.org/obo/ZFA_0001175	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0004491	http://purl.obolibrary.org/obo/ZFA_0009044	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0000692	http://purl.obolibrary.org/obo/GO_0008015	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0023354	http://purl.obolibrary.org/obo/ZFA_0000094	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0026692	http://purl.obolibrary.org/obo/ZFA_0009222	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0020344	http://purl.obolibrary.org/obo/ZFA_0000008	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0018236	http://purl.obolibrary.org/obo/ZFA_0000099	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0010592	http://purl.obolibrary.org/obo/ZFA_0000172	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0023117	http://purl.obolibrary.org/obo/ZFA_0000476	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0024892	http://purl.obolibrary.org/obo/ZFA_0001281	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0014727	http://purl.obolibrary.org/obo/ZFA_0000173	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0016988	http://purl.obolibrary.org/obo/ZFA_0001318	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0004325	http://purl.obolibrary.org/obo/ZFA_0009316	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0022396	http://purl.obolibrary.org/obo/ZFA_0000009	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0010717	http://purl.obolibrary.org/obo/GO_0003319	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0011079	http://purl.obolibrary.org/obo/ZFA_0000320	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0008611	http://purl.obolibrary.org/obo/ZFA_0001058	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0006636	http://purl.obolibrary.org/obo/ZFA_0001605	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0022318	http://purl.obolibrary.org/obo/ZFA_0000634	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0006601	http://purl.obolibrary.org/obo/ZFA_0000180	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0004757	http://purl.obolibrary.org/obo/ZFA_0001286	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0016569	http://purl.obolibrary.org/obo/GO_0051301	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0004120	http://purl.obolibrary.org/obo/GO_0008283	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0015978	http://purl.obolibrary.org/obo/ZFA_0005020	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0000635	http://purl.obolibrary.org/obo/ZFA_0000938	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0027106	http://purl.obolibrary.org/obo/ZFA_0000012	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0021270	http://purl.obolibrary.org/obo/ZFA_0001520	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0003303	http://purl.obolibrary.org/obo/ZFA_0001517	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0003304	http://purl.obolibrary.org/obo/ZFA_0001518	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0003305	http://purl.obolibrary.org/obo/ZFA_0001519	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0020564	http://purl.obolibrary.org/obo/ZFA_0001239	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0003306	http://purl.obolibrary.org/obo/ZFA_0001521	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0002798	http://purl.obolibrary.org/obo/ZFA_0000694	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0000066	http://purl.obolibrary.org/obo/ZFA_0001516	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0002369	http://purl.obolibrary.org/obo/ZFA_0000578	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0000923	http://purl.obolibrary.org/obo/ZFA_0001400	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0006755	http://purl.obolibrary.org/obo/ZFA_0005021	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0004294	http://purl.obolibrary.org/obo/ZFA_0000100	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0023715	http://purl.obolibrary.org/obo/ZFA_0009027	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0014532	http://purl.obolibrary.org/obo/ZFA_0001461	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0022516	http://purl.obolibrary.org/obo/ZFA_0009084	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0022175	http://purl.obolibrary.org/obo/ZFA_0001289	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0018039	http://purl.obolibrary.org/obo/GO_0050802	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0014688	http://purl.obolibrary.org/obo/ZFA_0000184	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0021495	http://purl.obolibrary.org/obo/ZFA_0001220	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0001042	http://purl.obolibrary.org/obo/ZFA_0000332	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0002954	http://purl.obolibrary.org/obo/ZFA_0000640	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0001716	http://purl.obolibrary.org/obo/ZFA_0001687	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0022443	http://purl.obolibrary.org/obo/ZFA_0001200	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0005273	http://purl.obolibrary.org/obo/GO_0030866	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0002801	http://purl.obolibrary.org/obo/ZFA_0001458	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0007326	http://purl.obolibrary.org/obo/ZFA_0000013	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0020475	http://purl.obolibrary.org/obo/ZFA_0005730	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0011473	http://purl.obolibrary.org/obo/ZFA_0000435	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0011715	http://purl.obolibrary.org/obo/ZFA_0000405	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0011718	http://purl.obolibrary.org/obo/ZFA_0000600	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0004804	http://purl.obolibrary.org/obo/ZFA_0000668	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0021229	http://purl.obolibrary.org/obo/ZFA_0000697	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0024992	http://purl.obolibrary.org/obo/ZFA_0009003	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0016773	http://purl.obolibrary.org/obo/ZFA_0001267	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0010875	http://purl.obolibrary.org/obo/GO_0042407	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0023118	http://purl.obolibrary.org/obo/ZFA_0000191	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0023122	http://purl.obolibrary.org/obo/ZFA_0000101	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0018189	http://purl.obolibrary.org/obo/ZFA_0009301	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0006599	http://purl.obolibrary.org/obo/ZFA_0000014	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0001291	http://purl.obolibrary.org/obo/ZFA_0001173	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0012195	http://purl.obolibrary.org/obo/ZFA_0001418	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0002480	http://purl.obolibrary.org/obo/ZFA_0005025	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0021177	http://purl.obolibrary.org/obo/ZFA_0005320	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0001892	http://purl.obolibrary.org/obo/ZFA_0000200	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0000388	http://purl.obolibrary.org/obo/ZFA_0007001	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0017566	http://purl.obolibrary.org/obo/ZFA_0001317	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0017264	http://purl.obolibrary.org/obo/ZFA_0005489	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0008017	http://purl.obolibrary.org/obo/ZFA_0005072	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0017263	http://purl.obolibrary.org/obo/ZFA_0001320	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0020563	http://purl.obolibrary.org/obo/ZFA_0001591	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0020689	http://purl.obolibrary.org/obo/ZFA_0001260	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0015708	http://purl.obolibrary.org/obo/ZFA_0000017	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0020014	http://purl.obolibrary.org/obo/ZFA_0009065	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0022239	http://purl.obolibrary.org/obo/ZFA_0001155	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0022234	http://purl.obolibrary.org/obo/ZFA_0005775	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0008823	http://purl.obolibrary.org/obo/ZFA_0009097	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0016681	http://purl.obolibrary.org/obo/ZFA_0000657	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0026608	http://purl.obolibrary.org/obo/ZFA_0005057	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0021835	http://purl.obolibrary.org/obo/ZFA_0000509	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0000173	http://purl.obolibrary.org/obo/ZFA_0009325	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0000558	http://purl.obolibrary.org/obo/ZFA_0009015	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0014059	http://purl.obolibrary.org/obo/ZFA_0000204	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0008484	http://purl.obolibrary.org/obo/ZFA_0001405	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0020472	http://purl.obolibrary.org/obo/ZFA_0009153	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0005086	http://purl.obolibrary.org/obo/ZFA_0009092	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0009534	http://purl.obolibrary.org/obo/ZFA_0001249	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0002200	http://purl.obolibrary.org/obo/ZFA_0000106	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0009866	http://purl.obolibrary.org/obo/ZFA_0005170	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0016038	http://purl.obolibrary.org/obo/ZFA_0000511	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0000356	http://purl.obolibrary.org/obo/ZFA_0000107	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0008917	http://purl.obolibrary.org/obo/ZFA_0009154	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0011175	http://purl.obolibrary.org/obo/ZFA_0001291	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0004801	http://purl.obolibrary.org/obo/ZFA_0000206	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0005695	http://purl.obolibrary.org/obo/ZFA_0009117	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0005342	http://purl.obolibrary.org/obo/ZFA_0000303	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0019775	http://purl.obolibrary.org/obo/GO_0046660	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0008610	http://purl.obolibrary.org/obo/ZFA_0000108	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0021303	http://purl.obolibrary.org/obo/ZFA_0001383	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0014737	http://purl.obolibrary.org/obo/ZFA_0000089	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0007239	http://purl.obolibrary.org/obo/ZFA_0005316	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0000611	http://purl.obolibrary.org/obo/ZFA_0000022	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0017038	http://purl.obolibrary.org/obo/ZFA_0000109	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0017322	http://purl.obolibrary.org/obo/ZFA_0000023	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0018688	http://purl.obolibrary.org/obo/ZFA_0000110	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0008370	http://purl.obolibrary.org/obo/ZFA_0000208	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0005257	http://purl.obolibrary.org/obo/ZFA_0009016	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0022768	http://purl.obolibrary.org/obo/ZFA_0000111	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0008313	http://purl.obolibrary.org/obo/ZFA_0000354	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0012091	http://purl.obolibrary.org/obo/ZFA_0009073	http://purl.obolibrary.org/obo/PATO_0000462
