defined_class	affected_entity_1_super	pato_id	affected_entity_2_sub	affected_entity_2_super
ZP:0007338	ZFA:0000114	PATO:0001793	BSPO:0000013	ZFA:0001094
ZP:0019081	ZFA:0000143	PATO:0002001	ZFA:0009223	ZFA:0000143
ZP:0019085	ZFA:0000143	PATO:0002001	ZFA:0009224	ZFA:0000143
ZP:0019086	ZFA:0000143	PATO:0002001	ZFA:0009221	ZFA:0000143
ZP:0022279	ZFA:0000001	PATO:0001905	ZFA:0009034	ZFA:0000001
ZP:0022258	ZFA:0005748	PATO:0002002	ZFA:0009000	ZFA:0001260
ZP:0010859	ZFA:0000554	PATO:0001999	ZFA:0009359	ZFA:0000554
ZP:0010833	ZFA:0000051	PATO:0002001	GO:0031514	ZFA:0000051
ZP:0010830	ZFA:0000001	PATO:0002001	GO:0031514	ZFA:0000001
ZP:0010826	ZFA:0009309	PATO:0002269	BSPO:0000070	ZFA:0000114
ZP:0022209	ZFA:0000075	PATO:0001905	ZFA:0009169	ZFA:0000075
ZP:0019158	ZFA:0000022	PATO:0002001	GO:0031514	ZFA:0000022
ZP:0019185	ZFA:0009398	PATO:0002001	GO:0030175	ZFA:0009398
ZP:0019194	ZFA:0005877	PATO:0002002	GO:0030424	ZFA:0005877
ZP:0010786	ZFA:0001157	PATO:0002001	GO:0042995	ZFA:0009000
ZP:0010731	ZFA:0001094	PATO:0002000	BSPO:0000084	ZFA:0000008
ZP:0010701	ZFA:0000150	PATO:0002000	GO:0031514	ZFA:0000150
ZP:0017427	ZFA:0009154	PATO:0002001	GO:0032391	ZFA:0009154
ZP:0017426	ZFA:0009154	PATO:0001999	GO:0001750	ZFA:0009154
ZP:0020974	ZFA:0009116	PATO:0001453	GO:0005927	ZFA:0000473
ZP:0020961	ZFA:0009117	PATO:0001453	GO:0005927	ZFA:0000473
ZP:0000471	ZFA:0001338	PATO:0000133	BSPO:0000017	ZFA:0001094
ZP:0019216	ZFA:0001557	PATO:0001999	GO:0098846	ZFA:0001673
ZP:0007169	ZFA:0009116	PATO:0002001	GO:0030016	ZFA:0009116
ZP:0012510	ZFA:0000059	PATO:0002001	GO:0030424	ZFA:0000059
ZP:0007135	ZFA:0000143	PATO:0002000	GO:0001750	ZFA:0009127
ZP:0019271	ZFA:0000151	PATO:0002001	ZFA:0005242	ZFA:0000151
ZP:0019275	ZFA:0001621	PATO:0002001	ZFA:0005242	ZFA:0001621
ZP:0010691	ZFA:0009310	PATO:0001999	GO:0043005	ZFA:0009310
ZP:0005997	ZFA:0001330	PATO:0002001	GO:0045202	ZFA:0009248
ZP:0020851	ZFA:0001360	PATO:0002001	ZFA:0009248	ZFA:0001360
ZP:0007033	ZFA:0000001	PATO:0001999	GO:0031514	ZFA:0000001
ZP:0012331	ZFA:0009150	PATO:0002001	GO:1902737	ZFA:0009150
ZP:0019083	ZFA:0000143	PATO:0002001	ZFA:0009222	ZFA:0000143
ZP:0005825	ZFA:0000112	PATO:0000133	BSPO:0000017	ZFA:0001094
ZP:0022939	ZFA:0001429	PATO:0001905	ZFA:0009361	ZFA:0001429
ZP:0022940	ZFA:0001429	PATO:0002001	ZFA:0009361	ZFA:0001429
ZP:0020767	ZFA:0000303	PATO:0002002	GO:0005811	ZFA:0000123
ZP:0017879	ZFA:0001557	PATO:0002000	GO:0036057	ZFA:0001673
ZP:0005750	ZFA:0005179	PATO:0001999	GO:0030424	ZFA:0005179
ZP:0020673	ZFA:0001557	PATO:0001999	GO:0036053	ZFA:0005285
ZP:0020657	ZFA:0000007	PATO:0002001	GO:0005833	ZFA:0009256
ZP:0015945	ZFA:0009367	PATO:0002002	GO:0005891	ZFA:0009367
ZP:0015942	ZFA:0009367	PATO:0002002	GO:0048788	ZFA:0009367
ZP:0015938	ZFA:0009238	PATO:0002002	GO:0044307	ZFA:0009238
ZP:0019536	ZFA:0001558	PATO:0001999	ZFA:0005242	ZFA:0001558
ZP:0010390	ZFA:0000052	PATO:0001505	ZFA:0009081	ZFA:0000102
ZP:0002632	ZFA:0001205	PATO:0002327	BSPO:0000013	ZFA:0001094
ZP:0017019	ZFA:0001106	PATO:0002001	ZFA:0009138	ZFA:0001106
ZP:0005605	ZFA:0001094	PATO:0002000	GO:0043005	ZFA:0000200
ZP:0015874	ZFA:0001056	PATO:0002001	GO:0031594	ZFA:0009115
ZP:0020527	ZFA:0001094	PATO:0002002	GO:0005634	ZFA:0001105
ZP:0000037	ZFA:0000046	PATO:0002000	BSPO:0000084	ZFA:0000143
ZP:0010290	ZFA:0001094	PATO:0002000	ZFA:0009248	ZFA:0001155
ZP:0010210	ZFA:0000075	PATO:0002001	GO:0042995	ZFA:0009292
ZP:0010209	ZFA:0000012	PATO:0002001	GO:0043209	ZFA:0009076
ZP:0020489	ZFA:0001516	PATO:0002327	BSPO:0000013	ZFA:0001094
ZP:0005421	ZFA:0000001	PATO:0002083	GO:0005879	ZFA:0009032
ZP:0005449	ZFA:0009367	PATO:0002001	GO:0032420	ZFA:0009367
ZP:0005450	ZFA:0009367	PATO:0002001	GO:0060091	ZFA:0009367
ZP:0010152	ZFA:0009149	PATO:0002168	BSPO:0000072	ZFA:0001064
ZP:0020372	ZFA:0000007	PATO:0002269	BSPO:0000070	ZFA:0000471
ZP:0020318	ZFA:0000144	PATO:0002001	GO:0042470	ZFA:0009091
ZP:0011024	ZFA:0001558	PATO:0002001	GO:0005902	ZFA:0001558
ZP:0010054	ZFA:0000140	PATO:0000133	BSPO:0000017	ZFA:0001094
ZP:0010051	ZFA:0000123	PATO:0000133	BSPO:0000017	ZFA:0001094
ZP:0005347	ZFA:0009288	PATO:0002000	GO:0032059	ZFA:0009288
ZP:0005335	ZFA:0000086	PATO:0001999	GO:0005923	ZFA:0000086
ZP:0020296	ZFA:0001359	PATO:0002001	ZFA:0009127	ZFA:0001359
ZP:0020274	ZFA:0001360	PATO:0002002	ZFA:0009248	ZFA:0001360
ZP:0005598	ZFA:0000075	PATO:0002000	GO:0043005	ZFA:0009052
ZP:0017037	ZFA:0009076	PATO:0002002	GO:0043209	ZFA:0009076
ZP:0005689	ZFA:0009117	PATO:0002001	GO:0005634	ZFA:0009117
ZP:0019314	ZFA:0000150	PATO:0002001	GO:0031514	ZFA:0000150
ZP:0003821	ZFA:0009243	PATO:0002001	GO:0030175	ZFA:0009243
ZP:0015167	ZFA:0001321	PATO:0001453	BSPO:0000072	ZFA:0001580
ZP:0003772	ZFA:0009052	PATO:0001999	GO:0030424	ZFA:0009052
ZP:0021420	ZFA:0000143	PATO:0001905	ZFA:0009224	ZFA:0000143
ZP:0010407	ZFA:0009091	PATO:0002168	BSPO:0000384	ZFA:0001135
ZP:0013943	ZFA:0000152	PATO:0002463	BSPO:0000099	ZFA:0000107
ZP:0013925	ZFA:0001480	PATO:0002001	GO:0045202	ZFA:0001480
ZP:0022105	ZFA:0009077	PATO:0002269	BSPO:0000096	ZFA:0000445
ZP:0011255	ZFA:0009000	PATO:0002269	BSPO:0000063	ZFA:0000077
ZP:0016136	ZFA:0001115	PATO:0002328	BSPO:0000013	ZFA:0001094
ZP:0007041	ZFA:0000115	PATO:0002168	BSPO:0000007	ZFA:0001094
ZP:0007042	ZFA:0000115	PATO:0002168	ZFA:0000092	ZFA:0001094
ZP:0017369	ZFA:0001115	PATO:0002001	ZFA:0009000	ZFA:0000135
ZP:0010652	ZFA:0000669	PATO:0002001	GO:0005833	ZFA:0009354
ZP:0022032	ZFA:0005877	PATO:0001555	GO:0030424	ZFA:0005877
ZP:0022033	ZFA:0005877	PATO:0002001	GO:0030424	ZFA:0005877
ZP:0003217	ZFA:0009000	PATO:0001999	GO:0030175	ZFA:0009000
ZP:0013416	ZFA:0000075	PATO:0001905	ZFA:0009052	ZFA:0000075
ZP:0008757	ZFA:0001285	PATO:0002002	GO:0030175	ZFA:0009303
ZP:0020969	ZFA:0009115	PATO:0001453	GO:0005927	ZFA:0000473
ZP:0003179	ZFA:0000001	PATO:0002001	GO:0005929	ZFA:0009034
ZP:0018906	ZFA:0009117	PATO:0002001	GO:0098723	ZFA:0009117
ZP:0021214	ZFA:0000001	PATO:0002000	GO:0031514	ZFA:0000001
ZP:0017474	ZFA:0001094	PATO:0002000	GO:0044306	ZFA:0001314
ZP:0008627	ZFA:0001094	PATO:0002001	GO:0005833	ZFA:0009256
ZP:0022145	ZFA:0009316	PATO:0002002	GO:0042995	ZFA:0009316
ZP:0016616	ZFA:0000471	PATO:0001999	ZFA:0009000	ZFA:0001320
ZP:0003034	ZFA:0000135	PATO:0001999	GO:0005791	ZFA:0009000
ZP:0008517	ZFA:0001326	PATO:0002002	GO:0005634	ZFA:0009034
ZP:0018724	ZFA:0009149	PATO:0002001	GO:0032281	ZFA:0009149
ZP:0008482	ZFA:0000360	PATO:0002168	BSPO:0000075	ZFA:0001094
ZP:0008481	ZFA:0000360	PATO:0002168	BSPO:0000007	ZFA:0001094
ZP:0013102	ZFA:0009262	PATO:0001905	GO:0032391	ZFA:0009262
ZP:0018142	ZFA:0001613	PATO:0000133	BSPO:0000013	ZFA:0001094
ZP:0011902	ZFA:0009256	PATO:0002002	GO:0044754	ZFA:0009256
ZP:0011901	ZFA:0009256	PATO:0002002	GO:0005776	ZFA:0009256
ZP:0007340	ZFA:0000115	PATO:0001793	BSPO:0000013	ZFA:0001094
ZP:0008332	ZFA:0000150	PATO:0001999	GO:0005929	ZFA:0009035
ZP:0008331	ZFA:0000001	PATO:0002000	GO:0005929	ZFA:0009035
ZP:0011852	ZFA:0000075	PATO:0002001	ZFA:0009076	ZFA:0000075
ZP:0018223	ZFA:0000051	PATO:0002001	GO:0005929	ZFA:0000051
ZP:0018224	ZFA:0000166	PATO:0002001	GO:0060091	ZFA:0000166
ZP:0018125	ZFA:0005849	PATO:0001738	ZFA:0005314	ZFA:0001610
ZP:0022333	ZFA:0000075	PATO:0002001	GO:0045202	ZFA:0005147
ZP:0011794	ZFA:0009316	PATO:0002001	GO:0042995	ZFA:0009316
ZP:0011761	ZFA:0009076	PATO:0002001	GO:0043209	ZFA:0009076
ZP:0011751	ZFA:0001058	PATO:0002001	GO:0030424	ZFA:0001058
ZP:0011710	ZFA:0000445	PATO:0002001	GO:0043005	ZFA:0009310
ZP:0011709	ZFA:0000435	PATO:0002001	GO:0030424	ZFA:0009310
ZP:0018225	ZFA:0000075	PATO:0002001	GO:0005929	ZFA:0009033
ZP:0021819	ZFA:0000151	PATO:0002002	ZFA:0005242	ZFA:0000151
ZP:0008032	ZFA:0005277	PATO:0001999	GO:0030016	ZFA:0009116
ZP:0008121	ZFA:0009115	PATO:0002002	GO:0016020	ZFA:0009115
ZP:0018277	ZFA:0000166	PATO:0001905	GO:0060091	ZFA:0000166
ZP:0018278	ZFA:0000075	PATO:0001905	GO:0005929	ZFA:0009033
ZP:0012185	ZFA:0009141	PATO:0002001	GO:0042995	ZFA:0009141
ZP:0023069	ZFA:0005604	PATO:0002002	GO:0030175	ZFA:0009065
ZP:0001386	ZFA:0009165	PATO:0002168	BSPO:0000682	ZFA:0000075
ZP:0001385	ZFA:0009150	PATO:0002168	ZFA:0000092	ZFA:0000075
ZP:0021820	ZFA:0001621	PATO:0002000	ZFA:0005242	ZFA:0001621
ZP:0018337	ZFA:0001301	PATO:0001999	GO:0030424	ZFA:0001301
ZP:0001313	ZFA:0009256	PATO:0002000	GO:0005833	ZFA:0009256
ZP:0008028	ZFA:0000471	PATO:0001999	GO:0030018	ZFA:0009316
ZP:0008027	ZFA:0000471	PATO:0001999	GO:0030017	ZFA:0009316
ZP:0011598	ZFA:0001135	PATO:0002000	GO:0005930	ZFA:0001135
ZP:0011564	ZFA:0001566	PATO:0002002	GO:0060473	ZFA:0001566
ZP:0011562	ZFA:0000093	PATO:0002002	GO:0005634	ZFA:0000093
ZP:0023021	ZFA:0000150	PATO:0001555	GO:0031514	ZFA:0000150
ZP:0012212	ZFA:0009262	PATO:0002000	GO:0001750	ZFA:0009262
ZP:0001244	ZFA:0000115	PATO:0002001	GO:0031012	ZFA:0000115
ZP:0001243	ZFA:0000115	PATO:0001999	GO:0031012	ZFA:0000115
ZP:0011484	ZFA:0009292	PATO:0002001	GO:0005818	ZFA:0009292
ZP:0011477	ZFA:0000075	PATO:0002002	ZFA:0009292	ZFA:0001083
ZP:0011475	ZFA:0001115	PATO:0002001	GO:0030424	ZFA:0009052
ZP:0011474	ZFA:0001115	PATO:0002001	ZFA:0009147	ZFA:0007009
ZP:0011472	ZFA:0000075	PATO:0002000	ZFA:0009292	ZFA:0001083
ZP:0016938	ZFA:0001306	PATO:0002001	ZFA:0009003	ZFA:0001306
ZP:0018553	ZFA:0009262	PATO:0002001	GO:0001750	ZFA:0009262
ZP:0018577	ZFA:0001157	PATO:0002002	ZFA:0009000	ZFA:0001157
ZP:0023064	ZFA:0005604	PATO:0001905	GO:0030175	ZFA:0009065
ZP:0011362	ZFA:0000114	PATO:0002000	ZFA:0009000	ZFA:0005058
ZP:0023102	ZFA:0009256	PATO:0002269	BSPO:0000005	ZFA:0000084
ZP:0016867	ZFA:0001056	PATO:0001905	GO:0098522	ZFA:0009115
ZP:0016824	ZFA:0000114	PATO:0001999	GO:0005739	ZFA:0000114
ZP:0001515	ZFA:0005277	PATO:0002270	GO:0005583	ZFA:0009115
ZP:0008446	ZFA:0000678	PATO:0002002	GO:0005771	ZFA:0000678
ZP:0001730	ZFA:0000671	PATO:0001999	GO:0030424	ZFA:0005180
ZP:0001731	ZFA:0000671	PATO:0001999	GO:0030424	ZFA:0009052
ZP:0008476	ZFA:0000001	PATO:0002001	GO:0005929	ZFA:0009035
ZP:0017930	ZFA:0009327	PATO:0002168	BSPO:0000079	ZFA:0001115
ZP:0021419	ZFA:0000143	PATO:0001905	ZFA:0009223	ZFA:0000143
ZP:0021418	ZFA:0000143	PATO:0001905	ZFA:0009222	ZFA:0000143
ZP:0021417	ZFA:0000143	PATO:0001905	ZFA:0009221	ZFA:0000143
ZP:0016758	ZFA:0001285	PATO:0002002	GO:0030175	ZFA:0009065
ZP:0018748	ZFA:0009115	PATO:0002002	GO:0005901	ZFA:0009115
ZP:0006496	ZFA:0009238	PATO:0002002	GO:0043005	ZFA:0009238
ZP:0006433	ZFA:0009255	PATO:0001905	GO:0045202	ZFA:0009255
ZP:0019131	ZFA:0000007	PATO:0002269	BSPO:0000078	ZFA:0001058
ZP:0018839	ZFA:0009367	PATO:0001999	GO:0032421	ZFA:0009367
ZP:0016604	ZFA:0001271	PATO:0002000	GO:0043679	ZFA:0009186
ZP:0018864	ZFA:0009127	PATO:0002000	GO:0005929	ZFA:0009127
ZP:0011030	ZFA:0001673	PATO:0001999	GO:0036057	ZFA:0001673
ZP:0011023	ZFA:0000938	PATO:0002001	GO:0005929	ZFA:0009033
ZP:0001960	ZFA:0001094	PATO:0002000	ZFA:0009248	ZFA:0001576
ZP:0021227	ZFA:0000022	PATO:0001905	GO:0031514	ZFA:0000022
ZP:0021226	ZFA:0000001	PATO:0001905	GO:0031514	ZFA:0000001
ZP:0021165	ZFA:0001157	PATO:0002001	ZFA:0009000	ZFA:0001157
ZP:0006115	ZFA:0005169	PATO:0002270	GO:0031982	ZFA:0005169
ZP:0006080	ZFA:0000151	PATO:0001999	GO:0005902	ZFA:0009034
ZP:0016058	ZFA:0009125	PATO:0002002	GO:0045202	ZFA:0005673
ZP:0016057	ZFA:0009125	PATO:0001905	GO:0045202	ZFA:0001694
ZP:0022529	ZFA:0001621	PATO:0001555	ZFA:0005242	ZFA:0001621
ZP:0014801	ZFA:0005665	PATO:0002001	GO:0030424	ZFA:0009247
ZP:0019043	ZFA:0000152	PATO:0001999	GO:0001750	ZFA:0009154
ZP:0004572	ZFA:0001094	PATO:0001999	GO:0005833	ZFA:0009256
ZP:0014794	ZFA:0005665	PATO:0002001	GO:0030424	ZFA:0009243
ZP:0003822	ZFA:0009243	PATO:0002001	GO:0043005	ZFA:0009244
ZP:0018551	ZFA:0001623	PATO:0002000	GO:0031514	ZFA:0001623
ZP:0009916	ZFA:0009091	PATO:0002269	BSPO:0000099	ZFA:0000051
ZP:0009906	ZFA:0009316	PATO:0002001	GO:0032982	ZFA:0009316
ZP:0009905	ZFA:0009115	PATO:0002001	GO:0032982	ZFA:0009115
ZP:0014564	ZFA:0001315	PATO:0002001	GO:0005623	ZFA:0001320
ZP:0014563	ZFA:0009044	PATO:0002269	BSPO:0000005	ZFA:0000084
ZP:0022300	ZFA:0000940	PATO:0001905	ZFA:0009000	ZFA:0000940
ZP:0014536	ZFA:0009115	PATO:0001999	GO:0016528	ZFA:0009115
ZP:0014502	ZFA:0001108	PATO:0002000	GO:0030424	ZFA:0001108
ZP:0009843	ZFA:0001507	PATO:0000651	BSPO:0000072	ZFA:0001580
ZP:0004271	ZFA:0009138	PATO:0002002	GO:0032059	ZFA:0009138
ZP:0015429	ZFA:0001271	PATO:0001905	GO:0043679	ZFA:0009186
ZP:0014434	ZFA:0005424	PATO:0001667	GO:0005604	ZFA:0001058
ZP:0004184	ZFA:0009256	PATO:0002270	BSPO:0000005	ZFA:0000084
ZP:0019970	ZFA:0009199	PATO:0002168	BSPO:0000099	ZFA:0000076
ZP:0019964	ZFA:0009199	PATO:0002168	BSPO:0000098	ZFA:0001559
ZP:0004145	ZFA:0005286	PATO:0001772	GO:0042995	ZFA:0001673
ZP:0020230	ZFA:0000940	PATO:0002001	GO:0098681	ZFA:0009367
ZP:0020240	ZFA:0009154	PATO:0002269	GO:0031982	ZFA:0009154
ZP:0020242	ZFA:0009154	PATO:0002269	GO:0005773	ZFA:0009154
ZP:0014364	ZFA:0000152	PATO:0002000	GO:0005902	ZFA:0000144
ZP:0009602	ZFA:0001094	PATO:0002000	ZFA:0009248	ZFA:0000200
ZP:0019877	ZFA:0001205	PATO:0000133	BSPO:0000013	ZFA:0001094
ZP:0019875	ZFA:0001400	PATO:0001321	BSPO:0000013	ZFA:0001094
ZP:0004037	ZFA:0000093	PATO:0002168	BSPO:0000079	ZFA:0001176
ZP:0014221	ZFA:0000711	PATO:0002270	GO:0031410	ZFA:0000711
ZP:0019775	ZFA:0001558	PATO:0002002	ZFA:0005242	ZFA:0001558
ZP:0019728	ZFA:0000035	PATO:0002002	GO:0005634	ZFA:0009000
ZP:0019711	ZFA:0000445	PATO:0002001	GO:0043679	ZFA:0009310
ZP:1008463	ZFA:0001157	PATO:0002002	GO:0030175	ZFA:0001157
ZP:1008493	ZFA:0000029	PATO:0001905	ZFA:0005866	ZFA:0000029
ZP:1008516	ZFA:0001094	PATO:0001999	GO:0071753	ZFA:0000007
ZP:1008575	ZFA:0001157	PATO:0001905	ZFA:0009000	ZFA:0001157
ZP:1008667	ZFA:0000069	PATO:0002001	ZFA:0009052	ZFA:0000206
ZP:1008672	ZFA:0001205	PATO:0002434	BSPO:0000013	ZFA:0001094
ZP:1008675	ZFA:0001400	PATO:0002434	BSPO:0000013	ZFA:0001094
ZP:1008897	ZFA:0000180	PATO:0002270	ZFA:0009141	ZFA:0005257
ZP:1008898	ZFA:0000180	PATO:0002270	ZFA:0009326	ZFA:0005257
ZP:1009174	ZFA:0000101	PATO:0001555	ZFA:0009301	ZFA:0000101
ZP:1009382	ZFA:0000101	PATO:0002001	ZFA:0009301	ZFA:0000101
ZP:1009383	ZFA:0000075	PATO:0001905	ZFA:0009076	ZFA:0000075
ZP:1009601	ZFA:0009141	PATO:0002269	BSPO:0000070	ZFA:0005124
ZP:1009610	ZFA:0001157	PATO:0001555	ZFA:0009000	ZFA:0001157
ZP:1009635	ZFA:0001360	PATO:0001905	ZFA:0009248	ZFA:0001360
ZP:1009636	ZFA:0001360	PATO:0001555	ZFA:0009248	ZFA:0001360
ZP:1009915	ZFA:0001558	PATO:0000133	BSPO:0000013	ZFA:0001094
ZP:1009934	ZFA:0001466	PATO:0002001	GO:0097381	ZFA:0009127
ZP:1009935	ZFA:0001466	PATO:0002002	GO:0005930	ZFA:0009127
ZP:1009958	ZFA:0000206	PATO:0002002	GO:0043005	ZFA:0009052
ZP:1010067	ZFA:0000143	PATO:0002002	GO:0031982	ZFA:0000143
ZP:1010133	ZFA:0000029	PATO:0002000	BSPO:0000088	ZFA:0001064
ZP:1010178	ZFA:0005744	PATO:0002168	BSPO:0000075	ZFA:0000135
ZP:1010257	ZFA:0009077	PATO:0002271	BSPO:0000070	ZFA:0000938
ZP:1010313	ZFA:0001135	PATO:0001905	GO:0005929	ZFA:0001135
ZP:1010320	ZFA:0001135	PATO:0002001	GO:0005929	ZFA:0001135
ZP:1010453	ZFA:0000940	PATO:0002002	GO:0042995	ZFA:0000243
ZP:1010454	ZFA:0009365	PATO:0002002	GO:0042995	ZFA:0009365
ZP:1010547	ZFA:0009367	PATO:0002002	GO:0098681	ZFA:0009367
ZP:1010990	ZFA:0000144	PATO:0002002	GO:0016234	ZFA:0000144
ZP:1011111	ZFA:0001315	PATO:0002000	ZFA:0001317	ZFA:0001315
ZP:1011208	ZFA:0009262	PATO:0001905	GO:0001750	ZFA:0009262
ZP:1011209	ZFA:0009275	PATO:0002000	GO:0001750	ZFA:0009275
ZP:1011249	ZFA:0000075	PATO:0002001	ZFA:0009010	ZFA:0000075
ZP:1011409	ZFA:0000435	PATO:0002173	BSPO:0000065	ZFA:0000445
ZP:1011491	ZFA:0000143	PATO:0002001	GO:0001750	ZFA:0009154
ZP:1011535	ZFA:0000445	PATO:0001905	GO:0043005	ZFA:0000445
ZP:1011539	ZFA:0000445	PATO:0002001	GO:0043005	ZFA:0000445
ZP:1011585	ZFA:0009327	PATO:0002271	ZFA:0005147	ZFA:0009011
ZP:1011669	ZFA:0009199	PATO:0002000	GO:0043698	ZFA:0009199
ZP:1011827	ZFA:0000150	PATO:0002001	GO:0005776	ZFA:0000150
ZP:1011863	ZFA:0009256	PATO:0002269	BSPO:0000070	ZFA:0000180
ZP:1012016	ZFA:0009111	PATO:0002002	GO:0005776	ZFA:0009111
