defined_class	affected_entity_1_super	pato_id	affected_entity_2_sub	affected_entity_2_super
ZP:0104738	ZFA:0000075	PATO:0002000	BSPO:0000039	ZFA:0005240
ZP:0106110	ZFA:0000944	PATO:0001905	GO:0043209	ZFA:0009135
ZP:0106233	ZFA:0005746	PATO:0002001	GO:0005773	ZFA:0005746
ZP:0106308	ZFA:0001570	PATO:0002000	GO:0070825	ZFA:0001570
ZP:0106366	ZFA:0005007	PATO:0002001	ZFA:0009036	ZFA:0005007
ZP:0106367	ZFA:0005008	PATO:0002001	ZFA:0009036	ZFA:0005008
ZP:0106368	ZFA:0005009	PATO:0002000	ZFA:0005257	ZFA:0005009
ZP:0106369	ZFA:0005016	PATO:0002001	ZFA:0009036	ZFA:0005016
ZP:0106466	ZFA:0009288	PATO:0002002	GO:0005815	ZFA:0009288
ZP:0106704	ZFA:0001374	PATO:0002001	GO:0030017	ZFA:0001374
ZP:0106705	ZFA:0005061	PATO:0002001	GO:0030017	ZFA:0005061
ZP:0106750	ZFA:0001109	PATO:0002002	GO:0016234	ZFA:0001109
ZP:0106752	ZFA:0000320	PATO:0002001	GO:0030424	ZFA:0000320
ZP:0106754	ZFA:0001657	PATO:0002001	GO:0030424	ZFA:0001657
ZP:0106867	ZFA:0000324	PATO:0002001	ZFA:0009361	ZFA:0000324
ZP:0106868	ZFA:0000475	PATO:0002001	ZFA:0009361	ZFA:0000475
ZP:0106873	ZFA:0000324	PATO:0001905	ZFA:0009361	ZFA:0000324
ZP:0106874	ZFA:0000475	PATO:0001905	ZFA:0009361	ZFA:0000475
ZP:0106898	ZFA:0001558	PATO:0002002	GO:0005776	ZFA:0001558
ZP:0106974	ZFA:0000082	PATO:0001646	ZFA:0001057	ZFA:0001058
ZP:0106975	ZFA:0000082	PATO:0001646	ZFA:0005035	ZFA:0001058
ZP:0107216	ZFA:0009316	PATO:0002002	GO:0055037	ZFA:0009316
ZP:0107231	ZFA:0000009	PATO:0001905	ZFA:0009316	ZFA:0000009
ZP:0107289	ZFA:0001558	PATO:0002001	ZFA:0005242	ZFA:0001558
ZP:0110346	ZFA:0001558	PATO:0001905	ZFA:0005242	ZFA:0001558
ZP:0130693	ZFA:0009077	PATO:0001905	GO:0005770	ZFA:0009077
ZP:0130719	ZFA:0009091	PATO:0002269	BSPO:0000037	ZFA:0000051
ZP:0130720	ZFA:0009091	PATO:0002269	BSPO:0000682	ZFA:0001306
ZP:0130766	ZFA:0001315	PATO:0002001	ZFA:0009000	ZFA:0001320
ZP:0130806	ZFA:0009077	PATO:0002269	BSPO:0000071	ZFA:0000445
ZP:0130813	ZFA:0000940	PATO:0001905	GO:0032421	ZFA:0009367
ZP:0130961	ZFA:0000243	PATO:0001905	GO:0032421	ZFA:0009367
ZP:0130962	ZFA:0000243	PATO:0002001	GO:0032421	ZFA:0009367
ZP:0130979	ZFA:0009077	PATO:0002002	GO:0005770	ZFA:0009077
ZP:0130989	ZFA:0000445	PATO:0001905	ZFA:0009077	ZFA:0000445
ZP:0130990	ZFA:0009077	PATO:0002002	GO:0005773	ZFA:0009077
ZP:0131117	ZFA:0009077	PATO:0002002	GO:0045335	ZFA:0009077
ZP:0137280	ZFA:0009076	PATO:0002168	GO:0030424	ZFA:0009052
ZP:0137567	ZFA:0000155	PATO:0001905	GO:0005634	ZFA:0009117
ZP:0137569	ZFA:0001056	PATO:0001905	GO:0005634	ZFA:0009117
ZP:0138070	ZFA:0000445	PATO:0002001	GO:0030424	ZFA:0009310
ZP:0138140	ZFA:0009316	PATO:0002002	GO:0005776	ZFA:0009316
ZP:0138539	ZFA:0000558	PATO:0002001	GO:0005739	ZFA:0000281
ZP:0138597	ZFA:0000075	PATO:0001905	GO:0030424	ZFA:0000075
ZP:0138644	ZFA:0001094	PATO:0001999	ZFA:0009114	ZFA:0005926
ZP:0138659	ZFA:0001330	PATO:0001905	GO:0098684	ZFA:0009154
ZP:0138660	ZFA:0001330	PATO:0002001	GO:0098681	ZFA:0009154
ZP:0139732	ZFA:0000075	PATO:0001905	GO:0031514	ZFA:0009033
ZP:0139908	ZFA:0000213	PATO:0001999	ZFA:0009248	ZFA:0000197
ZP:0140061	ZFA:0000079	PATO:0002002	GO:0043025	ZFA:0001682
ZP:0140147	ZFA:0000075	PATO:0002001	GO:0031514	ZFA:0009033
ZP:0140211	ZFA:0000428	PATO:0002001	GO:0032421	ZFA:0009121
ZP:0140212	ZFA:0000700	PATO:0002001	GO:0032421	ZFA:0009121
ZP:0140428	ZFA:0000009	PATO:0002271	CHEBI:3815	ZFA:0005147
ZP:0140429	ZFA:0000009	PATO:0002271	CHEBI:5054	ZFA:0005147
ZP:0140436	ZFA:0009114	PATO:0001453	ZFA:0009114	ZFA:0000155
ZP:0140672	ZFA:0000151	PATO:0002002	ZFA:0005243	ZFA:0000151
ZP:0140705	ZFA:0000099	PATO:0002002	GO:0031982	ZFA:0005257
ZP:0140867	ZFA:0001673	PATO:0002002	GO:0016234	ZFA:0001673
ZP:0140935	ZFA:0009327	PATO:0001999	GO:0005635	ZFA:0009327
ZP:0141289	ZFA:0000242	PATO:0001162	CHEBI:17234	ZFA:0000007
ZP:0141290	ZFA:0000242	PATO:0001162	CHEBI:28087	ZFA:0000123
ZP:0141291	ZFA:0000242	PATO:0002002	ZFA:0009101	ZFA:0000140
ZP:0141292	ZFA:0000242	PATO:0002002	ZFA:0009103	ZFA:0000140
ZP:0141334	ZFA:0001405	PATO:0001505	BSPO:0000072	ZFA:0001580
ZP:0141453	ZFA:0000354	PATO:0001163	CHEBI:29101	ZFA:0000354
ZP:0141519	ZFA:0000242	PATO:0002270	CHEBI:18059	ZFA:0000123
ZP:0141520	ZFA:0000242	PATO:0002271	CHEBI:28087	ZFA:0000123
ZP:0141608	ZFA:0005326	PATO:0002271	ZFA:0000368	ZFA:0000088
ZP:0141609	ZFA:0005327	PATO:0002271	ZFA:0000368	ZFA:0000088
ZP:0141611	ZFA:0007122	PATO:0002271	ZFA:0000368	ZFA:0000088
ZP:0142111	ZFA:0000166	PATO:0002001	GO:0005929	ZFA:0000166
ZP:0142122	ZFA:0001094	PATO:0045010	GO:0005833	ZFA:0009044
ZP:0142198	ZFA:0000075	PATO:0002002	GO:0005764	ZFA:0009140
ZP:0142282	ZFA:0001094	PATO:0001163	GO:0005833	ZFA:0009044
ZP:0142356	ZFA:0009135	PATO:0001668	GO:0030424	ZFA:0009052
ZP:0142453	ZFA:0000014	PATO:0002001	ZFA:0009036	ZFA:0000014
ZP:0142454	ZFA:0000477	PATO:0002001	ZFA:0009036	ZFA:0000477
ZP:0142455	ZFA:0001285	PATO:0002001	ZFA:0009036	ZFA:0001285
ZP:0142456	ZFA:0000186	PATO:0002001	ZFA:0009036	ZFA:0000186
ZP:0142683	ZFA:0009114	PATO:0001453	GO:0005604	ZFA:0005145
ZP:0142745	ZFA:0000029	PATO:0002270	CHEBI:16113	ZFA:0000029
ZP:0142746	ZFA:0000075	PATO:0002270	CHEBI:16113	ZFA:0000075
ZP:0142747	ZFA:0001117	PATO:0002270	CHEBI:16113	ZFA:0009052
ZP:0142757	ZFA:0001472	PATO:0002001	GO:0060091	ZFA:0001472
ZP:0142766	ZFA:0000009	PATO:0002270	CHEBI:3815	ZFA:0005147
ZP:0142767	ZFA:0000009	PATO:0002270	CHEBI:5054	ZFA:0005147
ZP:0142798	ZFA:0009116	PATO:0002002	GO:0005739	ZFA:0009116
ZP:0142990	ZFA:0001338	PATO:0002271	GO:0005811	ZFA:0001338
ZP:0142991	ZFA:0005314	PATO:0002271	CHEBI:18059	ZFA:0005314
ZP:0143108	ZFA:0000047	PATO:0002270	CHEBI:52163	ZFA:0000047
ZP:0143252	ZFA:0005934	PATO:0002002	ZFA:0005604	ZFA:0005934
ZP:0143797	ZFA:0009111	PATO:0002270	GO:0005811	ZFA:0009111
ZP:0143834	ZFA:0000009	PATO:0002002	CHEBI:3815	ZFA:0005147
ZP:0143953	ZFA:0000123	PATO:0002270	CHEBI:35366	ZFA:0009111
ZP:0144105	ZFA:0001089	PATO:0002269	CHEBI:3815	ZFA:0001089
ZP:0144110	ZFA:0001182	PATO:0002269	CHEBI:3815	ZFA:0001182
ZP:0144112	ZFA:0001554	PATO:0002269	CHEBI:3815	ZFA:0000936
ZP:0144370	ZFA:0000144	PATO:0002001	GO:0042470	ZFA:0000144
ZP:0144376	ZFA:0001692	PATO:0001999	GO:0030424	ZFA:0005874
ZP:0144400	ZFA:0001314	PATO:0002001	ZFA:0009248	ZFA:0001314
ZP:0144407	ZFA:0000075	PATO:0002001	ZFA:0009248	ZFA:0000075
ZP:0144527	ZFA:0005124	PATO:0002001	GO:0005902	ZFA:0005124
ZP:0144710	ZFA:0009094	PATO:0002261	BSPO:0000075	ZFA:0001683
ZP:0145252	ZFA:0000107	PATO:0002000	GO:0005929	ZFA:0000107
ZP:0145278	ZFA:0009327	PATO:0001999	GO:0001931	ZFA:0009327
ZP:0145279	ZFA:0009327	PATO:0001999	GO:0030027	ZFA:0009327
ZP:0145283	ZFA:0001284	PATO:0002001	ZFA:0009165	ZFA:0001284
ZP:0145284	ZFA:0001284	PATO:0002002	ZFA:0009165	ZFA:0001284
ZP:0145310	ZFA:0009115	PATO:0002001	GO:0030314	ZFA:0009115
ZP:0145445	ZFA:0000152	PATO:0002269	CHEBI:18059	ZFA:0000152
ZP:0145457	ZFA:0000123	PATO:0002002	GO:0005581	ZFA:0000123
ZP:0145553	ZFA:0001460	PATO:0001999	BSPO:0000071	ZFA:0001422
ZP:0145555	ZFA:0000152	PATO:0002000	GO:0120199	ZFA:0009262
ZP:0145556	ZFA:0000152	PATO:0002001	GO:0001917	ZFA:0009262
ZP:0145558	ZFA:0000938	PATO:0002001	GO:0031514	ZFA:0009033
ZP:0145588	ZFA:0000123	PATO:0002270	GO:0005811	ZFA:0000123
ZP:0145593	ZFA:0000435	PATO:0002168	BSPO:0000065	ZFA:0000445
ZP:0145597	ZFA:0000009	PATO:0002001	ZFA:0009147	ZFA:0000009
ZP:0145598	ZFA:0000009	PATO:0002002	GO:0030424	ZFA:0000009
ZP:0145599	ZFA:0000114	PATO:0002001	ZFA:0009147	ZFA:0000114
ZP:0145621	ZFA:0009369	PATO:0002001	GO:0098858	ZFA:0009369
ZP:0145623	ZFA:0009117	PATO:0002001	GO:0098858	ZFA:0009117
ZP:0145639	ZFA:0000123	PATO:0002269	GO:0005811	ZFA:0000123
ZP:0145766	ZFA:0000175	PATO:0002001	ZFA:0009135	ZFA:0000944
ZP:0145771	ZFA:0001323	PATO:0002001	ZFA:0009094	ZFA:0001323
ZP:0145798	ZFA:0005124	PATO:0001999	GO:0005921	ZFA:0009399
ZP:0145799	ZFA:0005124	PATO:0001999	GO:0070160	ZFA:0009399
ZP:0145845	ZFA:0009111	PATO:0002002	GO:0005811	ZFA:0009111
ZP:0145885	ZFA:0000123	PATO:0002270	CHEBI:18059	ZFA:0000123
ZP:0146069	ZFA:0000123	PATO:0045010	ZFA:0009327	ZFA:0000123
ZP:0146084	ZFA:0000123	PATO:0001162	ZFA:0009327	ZFA:0000123
ZP:0146091	ZFA:0005296	PATO:0002001	ZFA:0009065	ZFA:0005831
ZP:0146092	ZFA:0005319	PATO:0002001	ZFA:0009065	ZFA:0005319
ZP:0146093	ZFA:0005831	PATO:0002001	ZFA:0009065	ZFA:0005831
ZP:0146097	ZFA:0000007	PATO:0001162	CHEBI:17234	ZFA:0000007
ZP:0146147	ZFA:0005091	PATO:0001905	ZFA:0009279	ZFA:0005091
ZP:0146211	ZFA:0001114	PATO:0002002	GO:0005764	ZFA:0000008
ZP:0146212	ZFA:0001114	PATO:0002002	GO:0005764	ZFA:0001612
ZP:0146213	ZFA:0001114	PATO:0002002	GO:0005770	ZFA:0000008
ZP:0146214	ZFA:0001114	PATO:0002002	GO:0005770	ZFA:0001612
ZP:0146215	ZFA:0009117	PATO:0002002	GO:0098858	ZFA:0009117
ZP:0146357	ZFA:0005025	PATO:0002002	GO:0097708	ZFA:0005025
ZP:0146406	ZFA:0001464	PATO:0002002	GO:0005773	ZFA:0001464
ZP:0146407	ZFA:0009127	PATO:0002002	GO:1903561	ZFA:0009127
ZP:0146447	ZFA:0009316	PATO:0001905	GO:0031982	ZFA:0009316
ZP:0146559	ZFA:0000175	PATO:0002002	ZFA:0001725	ZFA:0000944
ZP:0146561	ZFA:0000175	PATO:0002002	ZFA:0009135	ZFA:0000944
ZP:0146640	ZFA:0009401	PATO:0002002	GO:0005634	ZFA:0009401
ZP:0146669	ZFA:0007057	PATO:0002002	GO:0005634	ZFA:0005046
ZP:0146707	ZFA:0005296	PATO:0001905	ZFA:0009065	ZFA:0005831
ZP:0146708	ZFA:0005319	PATO:0001905	ZFA:0009065	ZFA:0005319
ZP:0146709	ZFA:0005831	PATO:0001905	ZFA:0009065	ZFA:0005831
ZP:0146922	ZFA:0009369	PATO:0002002	GO:0098858	ZFA:0009369
ZP:0147001	ZFA:0000445	PATO:0002001	GO:0030424	ZFA:0000684
ZP:0147050	ZFA:0001076	PATO:0001905	ZFA:0009159	ZFA:0001076
ZP:0147051	ZFA:0001323	PATO:0001905	ZFA:0005942	ZFA:0001323
ZP:0147052	ZFA:0001323	PATO:0002002	ZFA:0009094	ZFA:0001323
ZP:0147058	ZFA:0000938	PATO:0001905	GO:0031514	ZFA:0009033
ZP:0147070	ZFA:0000152	PATO:0002000	GO:0001917	ZFA:0009262
ZP:0147140	ZFA:0000001	PATO:0002002	GO:0031514	ZFA:0000001
ZP:0147152	ZFA:0005242	PATO:0001999	GO:0005929	ZFA:0005242
ZP:0147443	ZFA:0000368	PATO:0001905	ZFA:0009196	ZFA:0000368
ZP:0147446	ZFA:0000368	PATO:0000440	ZFA:0000277	ZFA:0000368
ZP:0147451	ZFA:0000368	PATO:0002001	ZFA:0009196	ZFA:0000368
ZP:0147469	ZFA:0000152	PATO:0002001	ZFA:0009248	ZFA:0000152
ZP:0147494	ZFA:0001338	PATO:0002001	ZFA:0009094	ZFA:0001338
ZP:0147535	ZFA:0009272	PATO:0001961	ZFA:0009141	ZFA:0005277
ZP:0147590	ZFA:0009399	PATO:0002269	GO:0097708	ZFA:0001338
ZP:0147592	ZFA:0001338	PATO:0002269	GO:0097708	ZFA:0001338
ZP:0147679	ZFA:0000155	PATO:0002463	BSPO:0000068	ZFA:0001115
ZP:0147755	ZFA:0001400	PATO:0002448	BSPO:0000056	ZFA:0001094
ZP:0147813	ZFA:0001094	PATO:0001549	CHEBI:195533	ZFA:0001094
ZP:0147814	ZFA:0001094	PATO:0001549	CHEBI:29699	ZFA:0001094
ZP:0147815	ZFA:0001094	PATO:0001549	CHEBI:9516	ZFA:0001094
ZP:0147831	ZFA:0005323	PATO:0001668	BSPO:0000057	ZFA:0009367
ZP:0147845	ZFA:0000217	PATO:0002001	GO:0032420	ZFA:0000217
ZP:0147891	ZFA:0009076	PATO:0000651	GO:0033268	ZFA:0009248
ZP:0147892	ZFA:0009076	PATO:0001961	GO:0033268	ZFA:0009248
ZP:0147908	ZFA:0005888	PATO:0000642	BSPO:0000071	ZFA:0001580
ZP:0148026	ZFA:0001466	PATO:0002001	GO:0005902	ZFA:0001466
ZP:0148027	ZFA:0009262	PATO:0002001	GO:0120199	ZFA:0009262
ZP:0148028	ZFA:0009275	PATO:0002001	GO:0120200	ZFA:0009275
ZP:0148066	ZFA:0000026	PATO:0000440	ZFA:0009151	ZFA:0000026
ZP:0148353	ZFA:0000152	PATO:0001905	GO:0030424	ZFA:0000152
ZP:0148769	ZFA:0001673	PATO:0002000	GO:0036057	ZFA:0001673
ZP:0148772	ZFA:0001674	PATO:0002000	GO:0036057	ZFA:0001674
ZP:0148920	ZFA:0000035	PATO:0002002	GO:0005634	ZFA:0009401
ZP:0149007	ZFA:0000123	PATO:0002002	GO:0005773	ZFA:0000123
ZP:0149062	ZFA:0000598	PATO:0002083	GO:0005764	ZFA:0000598
ZP:0149063	ZFA:0000598	PATO:0002083	GO:0005776	ZFA:0000598
ZP:0149236	ZFA:0009034	PATO:0002270	BSPO:0000063	ZFA:0001094
ZP:0149299	ZFA:0005775	PATO:0040042	ZFA:0009361	ZFA:0001338
ZP:0149456	ZFA:0005095	PATO:0040002	ZFA:0005955	ZFA:0001162
ZP:0149485	ZFA:0001285	PATO:0001905	GO:0030175	ZFA:0001285
ZP:0149489	ZFA:0000014	PATO:0001905	ZFA:0009036	ZFA:0000014
